0,1,2,3,4,5,6,7,8,9,10,11,17,18,19
Ano,Quadro_H,Desc_Quadro,QUADRO,CÓDIGO DO PRODUTO,Codigo,,DESCRIÇÃO DO PRODUTO,Procv2008,Descrição anterior,Cod_harmo,,Cod sem repetição2017,Nivel_6,Cod_harmo
2017,0,,0,000101,0001,1,ALUGUEL ESTIMADO,,,31001,Aluguel,,63001,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800105,8001,8001,PISO DE CERAMICA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63040,01201
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800201,8002,8002,TIJOLO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63041,01208
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800202,8002,8002,BLOCO DE CERAMICA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63042,01102
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800301,8003,8003,"TELHA (BARRO, AMIANTO, FIBRA, ALUMINIO, ETC.) (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63043,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800302,8003,8003,TELHA DE BARRO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63044,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800303,8003,8003,TELHA DE AMIANTO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63045,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800304,8003,8003,TELHA DE FIBRA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63046,01208
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800305,8003,8003,TELHA DE ALUMINIO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63047,01209
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800401,8004,8004,CIMENTO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63048,01209
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800402,8004,8004,CIMENTO BRANCO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63049,01209
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800403,8004,8004,CIMENTCOLA OU CIMENTOCOLA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63050,01209
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800501,8005,8005,"AREIA, TERRA, BARRO, SAIBRO, CASCALHO, ETC. (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63051,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800601,8006,8006,"PEDRAS (BRITADA, MARROADA, PARALELEPIPEDO, ETC.) (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63052,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800701,8007,8007,MASSA CORRIDA PARA PAREDE (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63053,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800801,8008,8008,TINTA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63054,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800802,8008,8008,VERNIZ (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63055,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800901,8009,8009,CAL (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63056,01101
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,800902,8009,8009,CAL VIRGEM (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,63057,01209
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801001,8010,8010,VIDRO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64001,02303
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801101,8011,8011,"MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64002,02304
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801102,8011,8011,TORNEIRA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64003,02304
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801103,8011,8011,CANO (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64004,02302
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801201,8012,8012,MATERIAL PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64005,02307
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801202,8012,8012,FIO PARA INSTALACAO ELETRICA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64006,02308
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801203,8012,8012,INTERRUPTOR (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64007,02309
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801204,8012,8012,TOMADA (PEQUENOS REPAROS),32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64008,02304
2017,08,"Quadro 08 Conservação, manutenção e pequenos reparos com habitação, jazigo e jardinagem no Período de Referência de 90 Dias;",8,801301,8013,8013,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (PEQUENOS REPAROS)",32001,Manutencao_do_lar,32001,Manutencao_do_lar,,64009,02304
