0,1,2,3
Tradutor POF 2008-2009 - Consumo final das famílias/Contas Nacionais,,,
Produto POF,Descrição POF,Produto Contas Nacionais,Descrição Contas Nacionais
3000610,LIXA DE PE,20931,"Perfumaria, sabões e artigos de limpeza"
3000612,ESMALTE,20931,"Perfumaria, sabões e artigos de limpeza"
3000701,"GRAMPO, PREGADOR DE CABELO, ETC.",20931,"Perfumaria, sabões e artigos de limpeza"
3000702,BOB DE CABELO,31802,Produtos de industrias diversas
3000703,TOUCA DE CABELO,31802,Produtos de industrias diversas
3000705,PREGADOR DE CABELO,31802,Produtos de industrias diversas
3000706,PRENDEDOR DE CABELO,31802,Produtos de industrias diversas
3000707,TIARA,31802,Produtos de industrias diversas
3000801,"ALICATE, CORTADOR DE UNHA, ETC.",25001,"Produtos de metal, excl. máquinas e equipamentos"
3000802,TESOURINHA DE UNHA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3000803,CORTADOR DE UNHA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3000804,PINCA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3000805,ALICATE E CORTADOR DE UNHA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3000901,PERUCA,31802,Produtos de industrias diversas
3000902,APLIQUE PARA CABELO,31802,Produtos de industrias diversas
3001001,PRODUTOS DE LIMPEZA DE PELE,20931,"Perfumaria, sabões e artigos de limpeza"
3001002,SABONETE DE LIMPEZA DE PELE,20931,"Perfumaria, sabões e artigos de limpeza"
3001003,SABONETE LIQUIDO DE LIMPEZA DE PELE,20931,"Perfumaria, sabões e artigos de limpeza"
3001101,ESPELHO DE BOLSO,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
3001201,PORTA-MAQUIAGEM,22002,Artigos de plástico
3001301,CERA DEPILATORIA,20931,"Perfumaria, sabões e artigos de limpeza"
3001302,CREME DEPILATORIO,20931,"Perfumaria, sabões e artigos de limpeza"
3001303,PAPEL PARA DEPILACAO,20931,"Perfumaria, sabões e artigos de limpeza"
3001401,"ESTOJO (TALCO, SABONETE, PERFUME, ETC.)",20931,"Perfumaria, sabões e artigos de limpeza"
3001501,PURPURINA,31802,Produtos de industrias diversas
3001601,ESTOJO DE MANICURO,25001,"Produtos de metal, excl. máquinas e equipamentos"
3001701,"ESTOJO (ESPELHO, ESCOVA, PENTE)",25001,"Produtos de metal, excl. máquinas e equipamentos"
3001801,APARELHO DE BARBEAR NAO-DESCARTAVEL,25001,"Produtos de metal, excl. máquinas e equipamentos"
3001803,CARTUCHO APARELHO BARBEAR,25001,"Produtos de metal, excl. máquinas e equipamentos"
3001901,"ESTOJO (APARELHO DE BARBEAR, SABONETEIRA, PENTE)",25001,"Produtos de metal, excl. máquinas e equipamentos"
3001902,ESTOJO DE BARBEAR,20931,"Perfumaria, sabões e artigos de limpeza"
3002001,ESPONJA DE TALCO,20931,"Perfumaria, sabões e artigos de limpeza"
3002101,LOCAO APOS BARBA,20931,"Perfumaria, sabões e artigos de limpeza"
3002301,LEITE HIDRATANTE,20931,"Perfumaria, sabões e artigos de limpeza"
3002501,CREME ANTI-TRANSPIRANTE,20931,"Perfumaria, sabões e artigos de limpeza"
3002601,ARTIGOS DE TRATAMENTO DE CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002602,REPARADOR DE PONTAS,20931,"Perfumaria, sabões e artigos de limpeza"
3002603,OLEO CAPILAR,20931,"Perfumaria, sabões e artigos de limpeza"
3002604,ALISANTE DE CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002605,CHAPINHA DE ALISAR CABELOS,27002,Eletrodomésticos
3002611,FIXADOR DE CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002612,GEL FIXADOR PARA CABELOS,20931,"Perfumaria, sabões e artigos de limpeza"
3002613,AGUA OXIGENADA PARA CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002614,TINTA PARA CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002616,DESCOLORANTE PARA CABELO,20931,"Perfumaria, sabões e artigos de limpeza"
3002901,PORTA-BARBEADOR,31802,Produtos de industrias diversas
3003101,DESODORANTE ESPECIAL PARA OS PES,20931,"Perfumaria, sabões e artigos de limpeza"
3100101,BARBEIRO,94803,Serviços pessoais
3100201,CABELEIREIRO,94803,Serviços pessoais
3100202,LAVAGEM (CABELEIREIRO),94803,Serviços pessoais
3100203,MASSAGEM (CABELEIREIRO),94803,Serviços pessoais
3100204,PENTEADO (CABELEIREIRO),94803,Serviços pessoais
3100205,TINGIMENTO (CABELEIREIRO),94803,Serviços pessoais
3100206,ALISAMENTO (CABELEIREIRO),94803,Serviços pessoais
3100207,SOMBRANCELHA (CABELEIREIRO),94803,Serviços pessoais
3100208,BANHO DE BRILHO (CABELEIREIRO),94803,Serviços pessoais
3100209,HIDRATACAO (CABELEIREIRO),94803,Serviços pessoais
3100210,LUZES (CABELEIREIRO),94803,Serviços pessoais
3100213,RELAXAMENTO (CABELEIREIRO),94803,Serviços pessoais
3100214,ESCOVA (CABELEIREIRO),94803,Serviços pessoais
3100301,MANICURO E PEDICURO,94803,Serviços pessoais
3100302,PEDICURO,94803,Serviços pessoais
3100303,CALISTA,94803,Serviços pessoais
3100304,MANICURO,94803,Serviços pessoais
3100401,SAPATEIRO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3100402,CONSERTO DE SAPATO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3100404,CONSERTO DE BOLSA,94802,"Manutenção de computadores, telefones e objetos domésticos"
3100501,TINTURARIA E LAVANDERIA,94803,Serviços pessoais
3100502,LAVANDERIA,94803,Serviços pessoais
3100601,LIMPEZA DE PELE,94803,Serviços pessoais
3100602,PEELING,94803,Serviços pessoais
3100701,ENGRAXATE,94803,Serviços pessoais
3100801,DEPILACAO,94803,Serviços pessoais
3100802,DESCOLORACAO DE PELOS (BANHO DE LUA),94803,Serviços pessoais
3100803,BANHO DE LUA (DESCOLORACAO DE PELOS),94803,Serviços pessoais
3100901,ESTETICISTA,94803,Serviços pessoais
3100902,BANDAGEM (ESTETICISTA),94803,Serviços pessoais
3100903,DRENAGEM LINFATICA,94803,Serviços pessoais
3101001,"AMOLAGEM DE FACA, TESOURA, ALICATE, ETC.",94803,Serviços pessoais
3101101,MAQUIAGEM,94803,Serviços pessoais
3101201,MASSAGEM E SAUNA,94803,Serviços pessoais
3101301,RELOJOEIRO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3101302,CONSERTO DE RELOGIO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3101303,PULSEIRA DE RELOGIO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3101304,PINO DE RELOGIO,94802,"Manutenção de computadores, telefones e objetos domésticos"
3101401,JOALHEIRO,31802,Produtos de industrias diversas
3101402,CONSERTO DE JOIAS,31802,Produtos de industrias diversas
3101403,OURIVES (CONSERTO DE JOIAS),31802,Produtos de industrias diversas
3101601,CONSERTO DE OCULOS,94802,"Manutenção de computadores, telefones e objetos domésticos"
3101701,COSTUREIRA,14001,Artigos do vestuário e acessórios
3101801,"CONSERTO DE MAQUINA FOTOGRAFICA, FLASH",94802,"Manutenção de computadores, telefones e objetos domésticos"
3101901,PINTURA EM CAMISA,94803,Serviços pessoais
3102101,"CONSERTO DE EQUIPAMENTOS DE CACA (ARMA DE FOGO, ETC.)",94802,"Manutenção de computadores, telefones e objetos domésticos"
3102301,CHAVEIRO (SERVICO),94802,"Manutenção de computadores, telefones e objetos domésticos"
3102302,COPIA DE CHAVE,94802,"Manutenção de computadores, telefones e objetos domésticos"
3102401,"CONSERTO DE EQUIPAMENTOS DE PESCA (TARRAFA, MOLINETE, ETC.)",94802,"Manutenção de computadores, telefones e objetos domésticos"
3103201,EMOLDURADOR DE QUADRO,16001,"Produtos de madeira, exclusive móveis"
3103401,MASSAGEM,94803,Serviços pessoais
3103501,ALFAIATE,94803,Serviços pessoais
3103601,BORDADEIRA,94803,Serviços pessoais
3103701,CERZIDEIRA,94803,Serviços pessoais
3103801,FOTOGRAFO (EXCETO DE CERIMONIAS FAMILIARES),73801,Publicidade e outros serviços técnicos
3103802,FOTOGRAFIA 3X4,73801,Publicidade e outros serviços técnicos
3103803,FOTOGRAFIA 5X7,73801,Publicidade e outros serviços técnicos
3104001,TATUAGEM,94803,Serviços pessoais
3104101,SAUNA,94803,Serviços pessoais
3104102,BANHO TERMAL,94803,Serviços pessoais
3104201,BARBA,94803,Serviços pessoais
3104301,CORTE DE CABELO,94803,Serviços pessoais
3104302,CORTE DE CABELO (FEMININO),94803,Serviços pessoais
3104303,CORTE DE CABELO (MASCULINO),94803,Serviços pessoais
3104401,CONSERTO DE ALICATE,94802,"Manutenção de computadores, telefones e objetos domésticos"
3104501,CONSERTO DE APARELHO CELULAR,94802,"Manutenção de computadores, telefones e objetos domésticos"
3104601,BRONZEAMENTO ARTIFICIAL,94803,Serviços pessoais
3104701,CORTE DE CABELO E BARBA,94803,Serviços pessoais
3104801,CROCHETEIRA,94803,Serviços pessoais
3104901,TAPECEIRO,94803,Serviços pessoais
3105201,COLOCACAO DE PIERCING,94803,Serviços pessoais
3105202,PIERCING,31802,Produtos de industrias diversas
3105301,PERSONAL TRAINER,94803,Serviços pessoais
3200101,CADERNO,17002,"Papel, papelão, embalagens e artefatos de papel"
3200201,"LAPIS, BORRACHA, CANETA E OUTROS ARTIGOS DE PAPELARIA",31802,Produtos de industrias diversas
3200202,BORRACHA,31802,Produtos de industrias diversas
3200203,CANETA,31802,Produtos de industrias diversas
3200204,APONTADOR,31802,Produtos de industrias diversas
3200205,ESTOJO ESCOLAR,31802,Produtos de industrias diversas
3200206,CARGA DE CANETA,31802,Produtos de industrias diversas
3200207,CORRETIVO,31802,Produtos de industrias diversas
3200208,LAPIS DE COR,31802,Produtos de industrias diversas
3200209,PINCEL,31802,Produtos de industrias diversas
3200210,TESOURA ESCOLAR,31802,Produtos de industrias diversas
3200211,TINTA,20923,"Tintas, vernizes, esmaltes e lacas"
3200212,PAPEL,17002,"Papel, papelão, embalagens e artefatos de papel"
3200213,CLIPS,25001,"Produtos de metal, excl. máquinas e equipamentos"
3200214,GRAMPO DE GRAMPEADOR,25001,"Produtos de metal, excl. máquinas e equipamentos"
3200215,GRAMPEADOR,25001,"Produtos de metal, excl. máquinas e equipamentos"
3200216,BLOCO DE PAPEL,17002,"Papel, papelão, embalagens e artefatos de papel"
3200217,CARTOLINA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200218,COLA,20922,Produtos químicos diversos
3200219,FITA ADESIVA,22002,Artigos de plástico
3200220,REGUA,31802,Produtos de industrias diversas
3200221,COMPASSO,31802,Produtos de industrias diversas
3200222,TRANSFERIDOR,31802,Produtos de industrias diversas
3200223,ESQUADRO,31802,Produtos de industrias diversas
3200224,ENVELOPE,17002,"Papel, papelão, embalagens e artefatos de papel"
3200225,BANDEIRINHAS DE FESTA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200226,ENFEITES DE PAREDE DE FESTA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200227,CARTAO DE ANIVERSARIO,17002,"Papel, papelão, embalagens e artefatos de papel"
3200228,CARTAO DE VISITA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200229,CONVITE,17002,"Papel, papelão, embalagens e artefatos de papel"
3200230,CARTAO DE NATAL,17002,"Papel, papelão, embalagens e artefatos de papel"
3200231,GRAFITE,31802,Produtos de industrias diversas
3200235,ETIQUETA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200236,AGENDA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200237,FITA DE MAQUINA DE ESCREVER,31802,Produtos de industrias diversas
3200238,CURRICULUM VITAE,94803,Serviços pessoais
3200240,FOLHA PARA FICHARIO,17002,"Papel, papelão, embalagens e artefatos de papel"
3200241,BOBINA DE FAX,17002,"Papel, papelão, embalagens e artefatos de papel"
3200242,ALBUM DE FOTOGRAFIAS (EXCETO DE CERIMONIA FAMILIAR),22002,Artigos de plástico
3200243,ALBUM DE FOTOGRAFIA,22002,Artigos de plástico
3200244,PASTA PLASTICA NAO-ESCOLAR,22002,Artigos de plástico
3200245,MASSA DE MODELAR,20922,Produtos químicos diversos
3200246,FICHARIO DE CARTAS,22002,Artigos de plástico
3200247,FICHARIO,22002,Artigos de plástico
3200248,PASTA SUSPENSA,17002,"Papel, papelão, embalagens e artefatos de papel"
3200249,PASTA DE PAPELAO,17002,"Papel, papelão, embalagens e artefatos de papel"
3200250,PRANCHETA,16001,"Produtos de madeira, exclusive móveis"
3200251,TRANSPARENCIA,22002,Artigos de plástico
3200252,GIZ,31802,Produtos de industrias diversas
3200253,CONTACT,22002,Artigos de plástico
3200401,LIVROS NAO-DIDATICOS,58001,"Livros, jornais e revistas"
3200402,COLECAO DE LIVROS NAO-DIDATICOS,58001,"Livros, jornais e revistas"
3200403,FASCICULO,58001,"Livros, jornais e revistas"
3200404,ROMANCE,58001,"Livros, jornais e revistas"
3200405,BIBLIA,58001,"Livros, jornais e revistas"
3200406,LIVRO DE CATECISMO,58001,"Livros, jornais e revistas"
3200501,ASSINATURA DE PERIODICOS,58001,"Livros, jornais e revistas"
3200502,ASSINATURA DE JORNAL,58001,"Livros, jornais e revistas"
3200503,ASSINATURA DE REVISTA,58001,"Livros, jornais e revistas"
3200601,FOTOCOPIA XEROX,78802,Outros serviços administrativos
3200602,XEROX,78802,Outros serviços administrativos
3200603,COPIA XEROX,78802,Outros serviços administrativos
3200604,"PLASTIFICACAO, ENCADERNACAO",78802,Outros serviços administrativos
3201501,"DIGITACAO, IMPRESSAO",62801,Desenvolvimento de sistemas e outros serviços de informação
3300101,"EQUIPAMENTOS ESPORTIVOS (BOLA, RAQUETE, REDE, TORNOZELEIRA, CHUTEIRA, ETC.)",31802,Produtos de industrias diversas
3300102,RAQUETE,31802,Produtos de industrias diversas
3300103,BOLA DE TENIS,31802,Produtos de industrias diversas
3300104,BOLA DE PINGUE-PONGUE,31802,Produtos de industrias diversas
3300105,REDE DE VOLEIBOL,31802,Produtos de industrias diversas
3300106,EQUIPAMENTOS DE ESPORTE,31802,Produtos de industrias diversas
3300108,TORNOZELEIRA,31802,Produtos de industrias diversas
3300109,CHUTEIRA,31802,Produtos de industrias diversas
3300110,OCULOS DE NATACAO,31802,Produtos de industrias diversas
3300111,TOUCA DE NATACAO,31802,Produtos de industrias diversas
3300113,CANELEIRA,31802,Produtos de industrias diversas
3300115,BOLA (EXCETO DE CRIANCA),31802,Produtos de industrias diversas
3300117,BOIA DE BRACO,31802,Produtos de industrias diversas
3300118,LUVA DE COURO (PARA GOLEIRO),31802,Produtos de industrias diversas
3300119,EQUIPAMENTOS ESPORTIVOS,31802,Produtos de industrias diversas
3300120,PRANCHA DE SURFE,31802,Produtos de industrias diversas
3300121,MOREY BOGGIES (PRANCHA DE SURFE),31802,Produtos de industrias diversas
3300122,BODY BOARDING (PRANCHA DE SURFE),31802,Produtos de industrias diversas
3300201,BRINQUEDOS E JOGOS,31802,Produtos de industrias diversas
3300202,BOLA DE CRIANCA,31802,Produtos de industrias diversas
3300203,BALDINHO DE PRAIA,31802,Produtos de industrias diversas
3300204,BONECA,31802,Produtos de industrias diversas
3300205,JOGO DE ARMAR,31802,Produtos de industrias diversas
3300206,JOGO EDUCATIVO,31802,Produtos de industrias diversas
3300207,JOGO DE ADULTO E CRIANCA,31802,Produtos de industrias diversas
3300208,DAMA,31802,Produtos de industrias diversas
3300209,XADREZ,31802,Produtos de industrias diversas
3300210,BARALHO,31802,Produtos de industrias diversas
3300211,QUEBRA-CABECA,31802,Produtos de industrias diversas
3300212,CARRINHO DE BRINQUEDO,31802,Produtos de industrias diversas
3300213,CARRO DE BRINQUEDO,31802,Produtos de industrias diversas
3300214,MESA DE SINUCA,31802,Produtos de industrias diversas
3300215,MESA DE TOTO,31802,Produtos de industrias diversas
3300216,MESA DE PINGUE-PONGUE,31802,Produtos de industrias diversas
3300217,JOGO DE MONTAR,31802,Produtos de industrias diversas
3300218,QUADRO NEGRO,31802,Produtos de industrias diversas
3300219,BEXIGA,31802,Produtos de industrias diversas
3300220,BOLA DE SOPRAR,31802,Produtos de industrias diversas
3300221,BALAO,31802,Produtos de industrias diversas
3300222,BALAO DE GAS,31802,Produtos de industrias diversas
3300224,MOTO DE BRINQUEDO,31802,Produtos de industrias diversas
3300226,PIPA,31802,Produtos de industrias diversas
3300227,URSO DE PELUCIA,31802,Produtos de industrias diversas
3300228,BICHO DE PELUCIA,31802,Produtos de industrias diversas
3300229,CEROL,31802,Produtos de industrias diversas
3300230,MAQUIAGEM DE BRINQUEDO,31802,Produtos de industrias diversas
3300231,PETECA,31802,Produtos de industrias diversas
3300232,MESA INFANTIL,31802,Produtos de industrias diversas
3300233,CADEIRA INFANTIL,31802,Produtos de industrias diversas
3300234,BARRACA DE BRINQUEDO,31802,Produtos de industrias diversas
3300301,"PATIM, SKATE, VELOCIPEDE",31802,Produtos de industrias diversas
3300302,SKATE,31802,Produtos de industrias diversas
3300303,VELOCIPEDE,31802,Produtos de industrias diversas
3300307,PATINETE,31802,Produtos de industrias diversas
3300308,TRICICLO,31802,Produtos de industrias diversas
3300309,ACESSORIOS PARA SKATE,31802,Produtos de industrias diversas
3300310,PATIM,31802,Produtos de industrias diversas
3300401,ARMAS DE FOGO (EXCETO DE CACA),25001,"Produtos de metal, excl. máquinas e equipamentos"
3300402,ESPINGARDA (EXCETO DE CACA),25001,"Produtos de metal, excl. máquinas e equipamentos"
3300403,REVOLVER (EXCETO DE CACA),25001,"Produtos de metal, excl. máquinas e equipamentos"
3300404,PISTOLA (EXCETO DE CACA),25001,"Produtos de metal, excl. máquinas e equipamentos"
3300408,MUNICAO DE ARMA DE FOGO (EXCETO DE CACA),25001,"Produtos de metal, excl. máquinas e equipamentos"
3300501,MATERIAL DE CACA E PESCA,31802,Produtos de industrias diversas
3300502,ESPINGARDA DE CACA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3300503,ARMA DE CACA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3300506,MUNICAO DE ARMA DE FOGO DE CACA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3300507,MATERIAL DE PESCA,31802,Produtos de industrias diversas
3300508,ANZOL,31802,Produtos de industrias diversas
3300509,LINHA DE PESCA,31802,Produtos de industrias diversas
3300510,PESO DE CHUMBO DE PESCA,31802,Produtos de industrias diversas
3300511,CHUMBO DE PESCA,31802,Produtos de industrias diversas
3300513,REDE DE PESCA,31802,Produtos de industrias diversas
3300517,VARA DE PESCA,31802,Produtos de industrias diversas
3300518,ISCA ARTIFICIAL DE PESCA,31802,Produtos de industrias diversas
3300519,TARRAFA,31802,Produtos de industrias diversas
3300520,CANICO,31802,Produtos de industrias diversas
3300521,CORDA DE REDE DE PESCA,31802,Produtos de industrias diversas
3300801,CELA DE CAVALO (RECREACAO),15001,Calçados e artefatos de couro
3300802,REDEA DE CAVALO,31802,Produtos de industrias diversas
3300901,BICICLETA DE GINASTICA,31802,Produtos de industrias diversas
3300902,PEDALETE (BICICLETA DE GINASTICA),31802,Produtos de industrias diversas
3300903,BICICLETA ERGOMETRICA,31802,Produtos de industrias diversas
3301101,ESTEIRA DE GINASTICA,31802,Produtos de industrias diversas
3301102,ESTEIRA DE CAMINHAR (GINASTICA),31802,Produtos de industrias diversas
3301201,MINIGAME E AGENDA ELETRONICA INFANTIL,31802,Produtos de industrias diversas
3301202,AGENDA ELETRONICA INFANTIL,31802,Produtos de industrias diversas
3301301,KIT CARNAVALESCO,31802,Produtos de industrias diversas
3301601,SOFTWARE DE JOGO,62801,Desenvolvimento de sistemas e outros serviços de informação
3301602,SOFT DE JOGO,62801,Desenvolvimento de sistemas e outros serviços de informação
3301801,APARELHO DE ABDOMINAL,31802,Produtos de industrias diversas
3301901,APARELHO DE GINASTICA NAO-ESPECIFICADO,31802,Produtos de industrias diversas
3302001,APARELHO DE MUSCULACAO,31802,Produtos de industrias diversas
3302101,ARTIGOS PARA PRAIA,31802,Produtos de industrias diversas
3302102,BARRACA DE PRAIA,31802,Produtos de industrias diversas
3302103,CADEIRA DE PRAIA,31802,Produtos de industrias diversas
3302104,ESTEIRA DE PRAIA,31802,Produtos de industrias diversas
3302105,COLCHAO INFLAVEL,22002,Artigos de plástico
3302106,BOTE INFLAVEL,22002,Artigos de plástico
3302501,ESCUDO DE TIME,31802,Produtos de industrias diversas
3302601,ARTIGOS EROTICOS,31802,Produtos de industrias diversas
3302603,BONECA INFLAVEL,31802,Produtos de industrias diversas
3302606,CHICOTE EROTICO,31802,Produtos de industrias diversas
3400101,"AGASALHO (CASACO, SUETER, ETC.)",14001,Artigos do vestuário e acessórios
3400102,SUETER,14001,Artigos do vestuário e acessórios
3400103,BLUSA DE LA,14001,Artigos do vestuário e acessórios
3400104,JAQUETA,14001,Artigos do vestuário e acessórios
3400105,PULOVER,14001,Artigos do vestuário e acessórios
3400106,CACHECOL,14001,Artigos do vestuário e acessórios
3400107,CASACO,14001,Artigos do vestuário e acessórios
3400201,"BERMUDA, CALCAO E SHORT",14001,Artigos do vestuário e acessórios
3400202,CALCAO,14001,Artigos do vestuário e acessórios
3400203,SHORT,14001,Artigos do vestuário e acessórios
3400204,BERMUDA,14001,Artigos do vestuário e acessórios
3400301,CALCA COMPRIDA,14001,Artigos do vestuário e acessórios
3400401,BLUSA OU CAMISA,14001,Artigos do vestuário e acessórios
3400402,BLUSA,14001,Artigos do vestuário e acessórios
3400403,CAMISA,14001,Artigos do vestuário e acessórios
3400404,CAMISA MANGA CURTA,14001,Artigos do vestuário e acessórios
3400405,CAMISA MANGA LONGA,14001,Artigos do vestuário e acessórios
3400501,CAMISETA,14001,Artigos do vestuário e acessórios
3400601,CONJUNTO ESPORTIVO,14001,Artigos do vestuário e acessórios
3400604,ABRIGO,14001,Artigos do vestuário e acessórios
3400701,CUECA,14001,Artigos do vestuário e acessórios
3400801,GRAVATA,14001,Artigos do vestuário e acessórios
3400901,SUNGA DE PRAIA,14001,Artigos do vestuário e acessórios
3401001,MACACAO,14001,Artigos do vestuário e acessórios
3401101,MEIAS,14001,Artigos do vestuário e acessórios
3401201,PALETO E BLAZER,14001,Artigos do vestuário e acessórios
3401202,BLAZER,14001,Artigos do vestuário e acessórios
3401203,PALETO,14001,Artigos do vestuário e acessórios
3401301,PIJAMA E ROBE,14001,Artigos do vestuário e acessórios
3401302,ROBE,14001,Artigos do vestuário e acessórios
3401303,ROUPAO,14001,Artigos do vestuário e acessórios
3401304,ROUPAO DE BANHO,14001,Artigos do vestuário e acessórios
3401305,PIJAMA,14001,Artigos do vestuário e acessórios
3401401,TERNO,14001,Artigos do vestuário e acessórios
3401501,COLETE,14001,Artigos do vestuário e acessórios
3401601,GORRO,14001,Artigos do vestuário e acessórios
3401701,"LUVA DE COURO, MALHA,TECIDO",15001,Calçados e artefatos de couro
3401702,LUVA DE COURO,15001,Calçados e artefatos de couro
3401703,LUVA DE MALHA,14001,Artigos do vestuário e acessórios
3401704,LUVA DE TECIDO,14001,Artigos do vestuário e acessórios
3401801,ALUGUEL DE ROUPA,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
3401901,FARDAMENTO MILITAR,14001,Artigos do vestuário e acessórios
3402001,SOBRETUDO,14001,Artigos do vestuário e acessórios
3402201,CAMISA (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3402301,CALCAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3402401,MEIAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3402501,FANTASIA,14001,Artigos do vestuário e acessórios
3402601,MACACAO DE MOTOQUEIRO,14001,Artigos do vestuário e acessórios
3402701,CONJUNTO DE CALCA E CAMISA,14001,Artigos do vestuário e acessórios
3402801,CONJUNTO DE SHORT E CAMISA,14001,Artigos do vestuário e acessórios
3403001,QUIMONO,14001,Artigos do vestuário e acessórios
3403002,UNIFORME DE JUDO (QUIMONO),14001,Artigos do vestuário e acessórios
3403101,CONJUNTO DE CALCA E JAQUETA,14001,Artigos do vestuário e acessórios
3403201,UNIFORME DE TRABALHO,14001,Artigos do vestuário e acessórios
3403202,JALECO,14001,Artigos do vestuário e acessórios
3500101,"AGASALHO (CASACO, SUETER, ETC.)",14001,Artigos do vestuário e acessórios
3500102,CASACO,14001,Artigos do vestuário e acessórios
3500103,SUETER,14001,Artigos do vestuário e acessórios
3500104,PULOVER,14001,Artigos do vestuário e acessórios
3500105,CACHECOL,14001,Artigos do vestuário e acessórios
3500106,JAQUETA,14001,Artigos do vestuário e acessórios
3500107,ECHARPE,14001,Artigos do vestuário e acessórios
3500108,AGASALHO,14001,Artigos do vestuário e acessórios
3500109,BLUSA DE LA,14001,Artigos do vestuário e acessórios
3500110,CHALE,14001,Artigos do vestuário e acessórios
3500201,BERMUDA E SHORT,14001,Artigos do vestuário e acessórios
3500202,SHORT,14001,Artigos do vestuário e acessórios
3500203,BERMUDA,14001,Artigos do vestuário e acessórios
3500301,BLUSA OU CAMISA,14001,Artigos do vestuário e acessórios
3500302,BLUSA,14001,Artigos do vestuário e acessórios
3500303,CAMISA,14001,Artigos do vestuário e acessórios
3500304,BATA,14001,Artigos do vestuário e acessórios
3500305,BABY LOOK,14001,Artigos do vestuário e acessórios
3500307,BOLERO,14001,Artigos do vestuário e acessórios
3500401,CALCA COMPRIDA,14001,Artigos do vestuário e acessórios
3500501,CALCINHA,14001,Artigos do vestuário e acessórios
3500601,COLLANT,14001,Artigos do vestuário e acessórios
3500602,ROUPA DE GINASTICA,14001,Artigos do vestuário e acessórios
3500603,MALHA DE GINASTICA,14001,Artigos do vestuário e acessórios
3500604,ROUPA DE BALE,14001,Artigos do vestuário e acessórios
3500701,"CAMISOLA, PIJAMA, ROBE, ETC",14001,Artigos do vestuário e acessórios
3500702,PIJAMA,14001,Artigos do vestuário e acessórios
3500703,ROBE,14001,Artigos do vestuário e acessórios
3500704,ROUPAO DE BANHO,14001,Artigos do vestuário e acessórios
3500705,CAMISOLA,14001,Artigos do vestuário e acessórios
3500706,BABY DOLL,14001,Artigos do vestuário e acessórios
3500801,CONJUNTO ESPORTIVO,14001,Artigos do vestuário e acessórios
3500802,JOGGING,14001,Artigos do vestuário e acessórios
3500901,CAMISETA,14001,Artigos do vestuário e acessórios
3501001,MACACAO,14001,Artigos do vestuário e acessórios
3501002,JARDINEIRA,14001,Artigos do vestuário e acessórios
3501101,MAIO E BIQUINI,14001,Artigos do vestuário e acessórios
3501102,BIQUINI,14001,Artigos do vestuário e acessórios
3501103,MAIO,14001,Artigos do vestuário e acessórios
3501201,MEIAS,14001,Artigos do vestuário e acessórios
3501202,MEIA-CALCA,14001,Artigos do vestuário e acessórios
3501301,SAIA,14001,Artigos do vestuário e acessórios
3501401,VESTIDO,14001,Artigos do vestuário e acessórios
3501501,MODELADOR,14001,Artigos do vestuário e acessórios
3501601,"LUVA DE COURO, MALHA, TECIDO",14001,Artigos do vestuário e acessórios
3501603,LUVA DE MALHA,14001,Artigos do vestuário e acessórios
3501604,LUVA DE TECIDO,14001,Artigos do vestuário e acessórios
3501801,GORRO,14001,Artigos do vestuário e acessórios
3501901,ALUGUEL DE ROUPA,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
3502001,CINTA,14001,Artigos do vestuário e acessórios
3502101,SAIDA DE PRAIA,14001,Artigos do vestuário e acessórios
3502102,CANGA,14001,Artigos do vestuário e acessórios
3502301,ANAGUA,14001,Artigos do vestuário e acessórios
3502501,VESTIDO DE NOIVA,14001,Artigos do vestuário e acessórios
3502601,CAMISA (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3502701,CALCAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
