0,1,2,3
Tradutor POF 2008-2009 - Consumo final das famílias/Contas Nacionais,,,
Produto POF,Descrição POF,Produto Contas Nacionais,Descrição Contas Nacionais
3502801,MEIAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3502901,FANTASIA,14001,Artigos do vestuário e acessórios
3503001,BUSTIE,14001,Artigos do vestuário e acessórios
3503202,CANELEIRA (POLAINA),14001,Artigos do vestuário e acessórios
3503301,CONJUNTO DE SAIA E BLUSA,14001,Artigos do vestuário e acessórios
3503401,CONJUNTO DE SHORT E BLUSA,14001,Artigos do vestuário e acessórios
3503501,BLAZER,14001,Artigos do vestuário e acessórios
3503601,CONJUNTO DE SAIA E BLAZER,14001,Artigos do vestuário e acessórios
3503701,TERNO OU TERNINHO,14001,Artigos do vestuário e acessórios
3503702,TERNO,14001,Artigos do vestuário e acessórios
3503703,TERNINHO,14001,Artigos do vestuário e acessórios
3503801,MACAQUITO,14001,Artigos do vestuário e acessórios
3503802,MACAQUINHO,14001,Artigos do vestuário e acessórios
3503901,CONJUNTO DE CALCA E BLUSA,14001,Artigos do vestuário e acessórios
3504001,SUTIA,14001,Artigos do vestuário e acessórios
3504201,UNIFORME DE TRABALHO,14001,Artigos do vestuário e acessórios
3504202,JALECO,14001,Artigos do vestuário e acessórios
3504301,COLETE,14001,Artigos do vestuário e acessórios
3504401,CONJUNTO DE CALCA E JAQUETA,14001,Artigos do vestuário e acessórios
3504501,CONJUNTO DE SAIA E JAQUETA,14001,Artigos do vestuário e acessórios
3504601,QUIMONO,14001,Artigos do vestuário e acessórios
3504701,GRAVATA,14001,Artigos do vestuário e acessórios
3504801,CALCA DE CAPOEIRA (ABADA),14001,Artigos do vestuário e acessórios
3504901,SAIA-CALCA,14001,Artigos do vestuário e acessórios
3505001,TOP,14001,Artigos do vestuário e acessórios
3505101,CALCA (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3505201,CONJUNTO DE BERMUDA E BLUSA,14001,Artigos do vestuário e acessórios
3505301,CONJUNTO DE CALCA E BLAZER,14001,Artigos do vestuário e acessórios
3505401,CONJUNTO DE CASACO E BLUSA,14001,Artigos do vestuário e acessórios
3505501,SOBRETUDO,14001,Artigos do vestuário e acessórios
3505701,CONJUNTO DE CALCINHA E SUTIA,14001,Artigos do vestuário e acessórios
3505801,CALCA (EXCETO COMPRIDA),14001,Artigos do vestuário e acessórios
3505901,CONJUNTO DE MALHA,14001,Artigos do vestuário e acessórios
3600101,"AGASALHO (CASACO, SUETER, ETC)",14001,Artigos do vestuário e acessórios
3600102,SUETER,14001,Artigos do vestuário e acessórios
3600103,JAQUETA,14001,Artigos do vestuário e acessórios
3600105,CACHECOL,14001,Artigos do vestuário e acessórios
3600106,CASACO,14001,Artigos do vestuário e acessórios
3600201,"BERMUDA, SHORT E CALCAO",14001,Artigos do vestuário e acessórios
3600202,SHORT,14001,Artigos do vestuário e acessórios
3600203,BERMUDA,14001,Artigos do vestuário e acessórios
3600204,CALCAO,14001,Artigos do vestuário e acessórios
3600301,BLUSA OU CAMISA,14001,Artigos do vestuário e acessórios
3600302,CAMISA,14001,Artigos do vestuário e acessórios
3600303,BLUSA,14001,Artigos do vestuário e acessórios
3600401,CALCA COMPRIDA,14001,Artigos do vestuário e acessórios
3600501,"SUNGA, MAIO E BIQUINI",14001,Artigos do vestuário e acessórios
3600502,SUNGA,14001,Artigos do vestuário e acessórios
3600503,MAIO,14001,Artigos do vestuário e acessórios
3600504,BIQUINI,14001,Artigos do vestuário e acessórios
3600505,TANGA,14001,Artigos do vestuário e acessórios
3600601,CALCINHA,14001,Artigos do vestuário e acessórios
3600701,ROUPA DE GINASTICA,14001,Artigos do vestuário e acessórios
3600801,"CAMISOLA, PIJAMA, ROBE, ETC",14001,Artigos do vestuário e acessórios
3600802,PIJAMA,14001,Artigos do vestuário e acessórios
3600804,ROUPAO DE BANHO,14001,Artigos do vestuário e acessórios
3600805,CAMISOLA,14001,Artigos do vestuário e acessórios
3600806,BABY DOLL,14001,Artigos do vestuário e acessórios
3600901,CONJUNTO ESPORTIVO,14001,Artigos do vestuário e acessórios
3600904,CONJUNTO DE MOLETON,14001,Artigos do vestuário e acessórios
3601001,CUECA,14001,Artigos do vestuário e acessórios
3601101,SUTIA,14001,Artigos do vestuário e acessórios
3601201,FRALDA DE TECIDO,14001,Artigos do vestuário e acessórios
3601301,MACACAO,14001,Artigos do vestuário e acessórios
3601302,JARDINEIRA,14001,Artigos do vestuário e acessórios
3601401,MEIAS,14001,Artigos do vestuário e acessórios
3601402,MEIA-CALCA,14001,Artigos do vestuário e acessórios
3601501,"PALETO, BLAZER E TERNO",14001,Artigos do vestuário e acessórios
3601502,BLAZER,14001,Artigos do vestuário e acessórios
3601503,TERNO,14001,Artigos do vestuário e acessórios
3601601,SAIA,14001,Artigos do vestuário e acessórios
3601701,VESTIDO,14001,Artigos do vestuário e acessórios
3601702,VESTIDO DE DAMA DE HONRA,14001,Artigos do vestuário e acessórios
3601801,OUTRAS ROUPAS DE BEBE,14001,Artigos do vestuário e acessórios
3601802,CALCA PLASTICA,14001,Artigos do vestuário e acessórios
3601803,CUEIRO,14001,Artigos do vestuário e acessórios
3601804,MANTA,14001,Artigos do vestuário e acessórios
3601805,CINTEIRO,14001,Artigos do vestuário e acessórios
3601806,BABADOR,14001,Artigos do vestuário e acessórios
3601807,CALCA ENXUTA,14001,Artigos do vestuário e acessórios
3601808,UMBIGUEIRO,14001,Artigos do vestuário e acessórios
3601809,SAPATINHO DE LA OU LINHA,14001,Artigos do vestuário e acessórios
3601810,FLANELA PARA BEBE,14001,Artigos do vestuário e acessórios
3601811,MIJAOZINHO (CALCA DE MALHA PARA BEBE),14001,Artigos do vestuário e acessórios
3601812,CONJUNTO PAGAO,14001,Artigos do vestuário e acessórios
3601813,CONJUNTINHO PAGAO,14001,Artigos do vestuário e acessórios
3601814,TROCA-FRALDAS,14001,Artigos do vestuário e acessórios
3601901,CAMISETA,14001,Artigos do vestuário e acessórios
3602201,GORRO,14001,Artigos do vestuário e acessórios
3602401,"LUVA DE COURO, MALHA,TECIDO",14001,Artigos do vestuário e acessórios
3602402,LUVA DE COURO,14001,Artigos do vestuário e acessórios
3602403,LUVA DE MALHA,14001,Artigos do vestuário e acessórios
3602404,LUVA DE TECIDO,14001,Artigos do vestuário e acessórios
3602501,CONJUNTO DE SHORT E CAMISA,14001,Artigos do vestuário e acessórios
3602601,CONJUNTO DE BERMUDA E BLUSA,14001,Artigos do vestuário e acessórios
3602701,ALUGUEL DE ROUPA,77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
3602801,UNIFORME PARA CORAL,14001,Artigos do vestuário e acessórios
3602802,UNIFORME PARA CORAL DE IGREJA,14001,Artigos do vestuário e acessórios
3602803,BECA,14001,Artigos do vestuário e acessórios
3602804,CONJUNTO PARA PRIMEIRA COMUNHAO,14001,Artigos do vestuário e acessórios
3602901,CAMISA (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3603001,CALCAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3603101,MEIAO (UNIFORME DE ESPORTE),14001,Artigos do vestuário e acessórios
3603201,FANTASIA,14001,Artigos do vestuário e acessórios
3603301,BUSTIE,14001,Artigos do vestuário e acessórios
3603401,CONJUNTO DE SAIA E BLUSA,14001,Artigos do vestuário e acessórios
3603501,CONJUNTO DE CALCA E CAMISA,14001,Artigos do vestuário e acessórios
3603601,QUIMONO,14001,Artigos do vestuário e acessórios
3603602,UNIFORME DE JUDO (QUIMONO),14001,Artigos do vestuário e acessórios
3603701,CONJUNTO DE CALCA E JAQUETA,14001,Artigos do vestuário e acessórios
3603801,PONCHO DE LA,14001,Artigos do vestuário e acessórios
3603901,MACAQUITO,14001,Artigos do vestuário e acessórios
3604001,GRAVATA,14001,Artigos do vestuário e acessórios
3604102,CANELEIRA (POLAINA),14001,Artigos do vestuário e acessórios
3604301,UNIFORME DE BALE,14001,Artigos do vestuário e acessórios
3604601,ENXOVAL DE BEBE,14001,Artigos do vestuário e acessórios
3604701,CONJUNTO DE CALCINHA E SUTIA,14001,Artigos do vestuário e acessórios
3604801,CALCA (EXCETO COMPRIDA),14001,Artigos do vestuário e acessórios
3700101,ARTIGOS DE ARMARINHO,31802,Produtos de industrias diversas
3700102,LINHA,13001,Fios e fibras têxteis beneficiadas
3700103,ALFINETE,31802,Produtos de industrias diversas
3700104,AGULHA,31802,Produtos de industrias diversas
3700105,BOTAO,31802,Produtos de industrias diversas
3700106,RENDA,13003,Art. têxteis de uso doméstico e outros têxteis
3700107,NOVELO DE LA,13001,Fios e fibras têxteis beneficiadas
3700108,CARRETEL,31802,Produtos de industrias diversas
3700109,FECHO,31802,Produtos de industrias diversas
3700110,COLCHETE,31802,Produtos de industrias diversas
3700111,TESOURA,25001,"Produtos de metal, excl. máquinas e equipamentos"
3700112,ELASTICO,31802,Produtos de industrias diversas
3700113,ESTOJO DE COSTURA,31802,Produtos de industrias diversas
3700114,FITA METRICA,31802,Produtos de industrias diversas
3700117,CARRETILHA DE LINHA (CARRETEL DE LINHA DE ARMARINHO),31802,Produtos de industrias diversas
3700119,FIVELA DE CINTO,31802,Produtos de industrias diversas
3700120,AGULHA DE TRICO,31802,Produtos de industrias diversas
3700121,FITA DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700123,CORREIA DE CHINELO,31802,Produtos de industrias diversas
3700124,BARBANTE,31802,Produtos de industrias diversas
3700125,CORDAO,31802,Produtos de industrias diversas
3700126,CORDA DE ALGODAO,31802,Produtos de industrias diversas
3700127,PRESILHA DE FRALDA,31802,Produtos de industrias diversas
3700128,LASTEX (ELASTICO),31802,Produtos de industrias diversas
3700130,AGULHA DE CROCHE,31802,Produtos de industrias diversas
3700131,AGULHA DE MAQUINA DE COSTURA,28003,Outras máquinas e equipamentos mecânicos
3700201,TECIDOS,13002,Tecidos
3700301,ROUPA DE BANHO,13003,Art. têxteis de uso doméstico e outros têxteis
3700302,TOALHA DE BANHO,13003,Art. têxteis de uso doméstico e outros têxteis
3700303,TOALHA INFANTIL DE BANHO,13003,Art. têxteis de uso doméstico e outros têxteis
3700304,JOGO DE TOALHAS DE BANHO,13003,Art. têxteis de uso doméstico e outros têxteis
3700305,TOALHA DE ROSTO,13003,Art. têxteis de uso doméstico e outros têxteis
3700401,ROUPA DE CAMA,13003,Art. têxteis de uso doméstico e outros têxteis
3700402,LENCOL,13003,Art. têxteis de uso doméstico e outros têxteis
3700403,MANTA DE CAMA,13003,Art. têxteis de uso doméstico e outros têxteis
3700404,COBERTOR,13003,Art. têxteis de uso doméstico e outros têxteis
3700405,FRONHA,13003,Art. têxteis de uso doméstico e outros têxteis
3700406,COLCHA,13003,Art. têxteis de uso doméstico e outros têxteis
3700407,EDREDON,13003,Art. têxteis de uso doméstico e outros têxteis
3700408,JOGO DE ROUPAS DE CAMA,13003,Art. têxteis de uso doméstico e outros têxteis
3700409,KIT DE BERCO,13003,Art. têxteis de uso doméstico e outros têxteis
3700410,MANTA PARA SOFA,13003,Art. têxteis de uso doméstico e outros têxteis
3700501,ROUPA DE MESA DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700502,TOALHA DE MESA DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700503,PANO DE PRATO,13003,Art. têxteis de uso doméstico e outros têxteis
3700504,JOGO DE MESA DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700505,JOGO AMERICANO DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700506,GUARDANAPO DE MESA DE TECIDO,13003,Art. têxteis de uso doméstico e outros têxteis
3700601,ROUPA DE MESA DE PLASTICO,22002,Artigos de plástico
3700602,PANO DE CENTRO DE PLASTICO,22002,Artigos de plástico
3700603,TOALHA DE MESA DE PLASTICO,22002,Artigos de plástico
3700604,JOGO DE MESA DE PLASTICO,22002,Artigos de plástico
3700605,JOGO AMERICANO DE PLASTICO,22002,Artigos de plástico
3700701,LEQUE (USO PESSOAL),31802,Produtos de industrias diversas
3700801,TINTA DE TECIDO,20923,"Tintas, vernizes, esmaltes e lacas"
3700802,TINTURA DE ROUPA,20923,"Tintas, vernizes, esmaltes e lacas"
3701001,CORTINADO,13003,Art. têxteis de uso doméstico e outros têxteis
3701002,ACORTINADO,13003,Art. têxteis de uso doméstico e outros têxteis
3701003,MOSQUITEIRO,13003,Art. têxteis de uso doméstico e outros têxteis
3701004,BLACKOUT (PLASTICO DE JANELA),22002,Artigos de plástico
3701101,"ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC",31802,Produtos de industrias diversas
3701102,"ESPUMA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.",31802,Produtos de industrias diversas
3701103,"PAINA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.",31802,Produtos de industrias diversas
3701104,"ESPONJA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.",31802,Produtos de industrias diversas
3701301,"AVENTAL, LUVA, ETC. PARA SERVICOS DOMESTICOS",31802,Produtos de industrias diversas
3701302,LUVA PARA SERVICOS DOMESTICOS,22001,Artigos de borracha
3701304,AVENTAL PARA SERVICOS DOMESTICOS,31802,Produtos de industrias diversas
3701501,PLASTICO,22002,Artigos de plástico
3701601,LENCOL DESCARTAVEL,17002,"Papel, papelão, embalagens e artefatos de papel"
3701701,PUNHO DE REDE,25001,"Produtos de metal, excl. máquinas e equipamentos"
3701801,NAPA,13003,Art. têxteis de uso doméstico e outros têxteis
3702001,PROTETOR DE COLCHAO,13003,Art. têxteis de uso doméstico e outros têxteis
3702101,TINTA DE CALCADO,20923,"Tintas, vernizes, esmaltes e lacas"
3702301,TRAVESSEIRO,13003,Art. têxteis de uso doméstico e outros têxteis
3702401,"ENXOVAL (ROUPAS DE CAMA, MESA, BANHO)",13003,Art. têxteis de uso doméstico e outros têxteis
3702601,PRENDEDOR DE CHUPETA,31802,Produtos de industrias diversas
3702701,ALCA PARA SUTIA,14001,Artigos do vestuário e acessórios
3702801,BASTIDOR,31802,Produtos de industrias diversas
3702901,BICO PARA VESTIDO,14001,Artigos do vestuário e acessórios
3703101,PROTETOR DE ENDREDON,13003,Art. têxteis de uso doméstico e outros têxteis
3703201,PROTETOR DE COBERTOR,13003,Art. têxteis de uso doméstico e outros têxteis
3703301,PROTETOR DE TRAVESSEIRO,13003,Art. têxteis de uso doméstico e outros têxteis
3703401,COLA PARA TECIDO,20922,Produtos químicos diversos
3703601,LONA,13003,Art. têxteis de uso doméstico e outros têxteis
3703801,TOALHA DE MAO,13003,Art. têxteis de uso doméstico e outros têxteis
3703901,TOALHA DE PRAIA,13003,Art. têxteis de uso doméstico e outros têxteis
3704001,CABIDE,22002,Artigos de plástico
3704101,CAIXA DE PRESENTE,17002,"Papel, papelão, embalagens e artefatos de papel"
3704201,PAPEL DE PRESENTE,17002,"Papel, papelão, embalagens e artefatos de papel"
3704301,TRILHO DE MESA,13003,Art. têxteis de uso doméstico e outros têxteis
3704501,JOGO DE COZINHA (TECIDO),13003,Art. têxteis de uso doméstico e outros têxteis
3704601,PORTA-FRALDA,31802,Produtos de industrias diversas
3800101,"BOLSA, CARTEIRA, PASTA E MALETA DE HOMEM",15001,Calçados e artefatos de couro
3800102,PASTA DE HOMEM,15001,Calçados e artefatos de couro
3800103,MALETA DE HOMEM,15001,Calçados e artefatos de couro
3800104,CARTEIRA DE HOMEM,15001,Calçados e artefatos de couro
3800105,BOLSA DE HOMEM,15001,Calçados e artefatos de couro
3800201,BOLSA E CARTEIRA DE MULHER,15001,Calçados e artefatos de couro
3800202,CARTEIRA DE MULHER,15001,Calçados e artefatos de couro
3800203,BOLSA DE MULHER,15001,Calçados e artefatos de couro
3800301,FRASQUEIRA,15001,Calçados e artefatos de couro
3800401,VALISE,15001,Calçados e artefatos de couro
3800501,MALA,15001,Calçados e artefatos de couro
3800601,SANDALIA DE CRIANCA (EXCETO DE BORRACHA OU PLASTICO),15001,Calçados e artefatos de couro
3800701,SANDALIA DE HOMEM (EXCETO DE BORRACHA OU PLASTICO),15001,Calçados e artefatos de couro
3800801,SANDALIA DE MULHER (EXCETO DE BORRACHA OU PLASTICO),15001,Calçados e artefatos de couro
3800901,SANDALIA DE BORRACHA DE CRIANCA,15001,Calçados e artefatos de couro
3801001,SANDALIA E SAPATO DE PLASTICO DE CRIANCA,15001,Calçados e artefatos de couro
3801002,SAPATO DE PLASTICO DE CRIANCA,15001,Calçados e artefatos de couro
3801003,SANDALIA DE PLASTICO DE CRIANCA,15001,Calçados e artefatos de couro
3801101,SANDALIA E SAPATO DE PLASTICO DE MULHER,15001,Calçados e artefatos de couro
3801102,SAPATO DE PLASTICO DE MULHER,15001,Calçados e artefatos de couro
3801103,SANDALIA DE PLASTICO DE MULHER,15001,Calçados e artefatos de couro
3801201,SAPATO E BOTA DE CRIANCA (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801202,BOTA DE CRIANCA (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801203,SAPATO DE CRIANCA (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801301,SAPATO E BOTA DE HOMEM (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801302,BOTA DE HOMEM (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801303,SAPATO DE HOMEM (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801401,SAPATO E BOTA DE MULHER (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801402,BOTA DE MULHER (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801403,SAPATO DE MULHER (EXCETO DE PLASTICO),15001,Calçados e artefatos de couro
3801501,TENIS DE CRIANCA,15001,Calçados e artefatos de couro
3801601,TENIS DE HOMEM,15001,Calçados e artefatos de couro
3801701,CINTO DE HOMEM,14001,Artigos do vestuário e acessórios
3801801,CINTO DE MULHER,14001,Artigos do vestuário e acessórios
3801901,CHINELO,15001,Calçados e artefatos de couro
3801902,PANTUFA,15001,Calçados e artefatos de couro
3802001,TAMANCO,15001,Calçados e artefatos de couro
3802101,CINTO DE CRIANCA,14001,Artigos do vestuário e acessórios
3802301,BOLSA DE CRIANCA,15001,Calçados e artefatos de couro
3802302,CARTEIRA DE CRIANCA,14001,Artigos do vestuário e acessórios
3802304,POCHETE DE CRIANCA,14001,Artigos do vestuário e acessórios
3802401,SAPATINHO DE BEBE (EXCETO DE LA),14001,Artigos do vestuário e acessórios
3802501,MOCHILA (EXCETO ESCOLAR),15001,Calçados e artefatos de couro
3802601,ALPARGATA DE HOMEM,15001,Calçados e artefatos de couro
3802701,ALPARGATA DE MULHER,15001,Calçados e artefatos de couro
3802801,ALPARGATA DE CRIANCA,15001,Calçados e artefatos de couro
3802901,"ALUGUEL DE BOLSA, CALCADO, CINTO, CHAPEU, LUVA, ETC.",77001,Aluguéis não-imob. e gestão de ativos de propriedade intelectual
3803001,SAPATILHA,15001,Calçados e artefatos de couro
3803002,SAPATILHA DE BALE,15001,Calçados e artefatos de couro
3803003,SAPATILHA DE GINASTICA,15001,Calçados e artefatos de couro
3803101,CARTEIRA (NAO-ESPECIFICADA),15001,Calçados e artefatos de couro
3803201,SANDALIA E SAPATO DE PLASTICO DE HOMEM,15001,Calçados e artefatos de couro
3803202,SAPATO DE PLASTICO DE HOMEM,15001,Calçados e artefatos de couro
3803203,SANDALIA DE PLASTICO DE HOMEM,15001,Calçados e artefatos de couro
3803301,"GALOCHA DE CRIANCA, HOMEM E MULHER",15001,Calçados e artefatos de couro
3803401,BOTA DE PLASTICO DE CRIANCA,15001,Calçados e artefatos de couro
3803501,PORTA-NIQUEIS,15001,Calçados e artefatos de couro
