0,1,2,3,4,5
"Tradutor POF2002-2003 - Contas Nacionais, com produtos para consumo final das famílias",,,,,https://github.com/rodrigoesborges/pofesferas/blob/master/tradutores/Tradu_POF_2003xContas-rearrumado-na-mao.xls?raw=true
Cod Pof,Descrição pof,CodAdapt,Descrição Contas,Cod Contas 110,fonte
6300715,PIPOCA DE ARROZ (INDUSTRIALIZADA),1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6300716,PIPOCA DE MILHO (INDUSTRIALIZADA),1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6300801,MILHO VERDE (EM ESPIGA),0191,Outros produtos e serviços da lavoura,010106,
6300901,TRIGO (EM GRAO),0191,Trigo em grão e outros cereais,010103,
6300902,TRIGO INTEGRAL,0191,Trigo em grão e outros cereais,010103,
6300903,QUIRERA DE TRIGO,0191,Trigo em grão e outros cereais,010103,
6300904,MASSA DE TRIGO,1093,Farinha de trigo e derivados,030112,
6301001,AMENDOIM (EM GRAO) (IN NATURA),0191,Outros produtos e serviços da lavoura,010106,
6301005,AMENDOIM (EM CASCA) (IN NATURA),0191,Outros produtos e serviços da lavoura,010106,
6301006,AMENDOIM,0191,Outros produtos e serviços da lavoura,010106,
6301101,ERVILHA (EM GRAO),0191,Outros produtos e serviços da lavoura,010106,
6301201,FAVA (EM GRAO),0191,Outros produtos e serviços da lavoura,010106,
6301203,FEIJOA (EM GRAO),0191,Outros produtos e serviços da lavoura,010106,
6301204,MANGALO AMARGO (EM GRAO),0191,Outros produtos e serviços da lavoura,010106,
6301205,FEIJAO FAVA (EM GRAO),0191,Outros produtos e serviços da lavoura,010106,
6301301,FEIJAO MANTEIGA,0191,Outros produtos e serviços da lavoura,010106,
6301302,FEIJAO BICO DE OURO,0191,Outros produtos e serviços da lavoura,010106,
6301303,FEIJAO CAETE,0191,Outros produtos e serviços da lavoura,010106,
6301305,FEIJAO GRAO DE OURO,0191,Outros produtos e serviços da lavoura,010106,
6301306,FEIJAO BRANCO,0191,Outros produtos e serviços da lavoura,010106,
6301308,FEIJAO CANARINHO,0191,Outros produtos e serviços da lavoura,010106,
6301309,FEIJAO BOLINHA,0191,Outros produtos e serviços da lavoura,010106,
6301321,FEIJAO DOURADINHO,0191,Outros produtos e serviços da lavoura,010106,
6301401,FEIJAO MULATINHO,0191,Outros produtos e serviços da lavoura,010106,
6301403,FEIJAO PAULISTA,0191,Outros produtos e serviços da lavoura,010106,
6301406,FEIJAO MULATA GORDA,0191,Outros produtos e serviços da lavoura,010106,
6301407,FEIJAO MARROM,0191,Outros produtos e serviços da lavoura,010106,
6301408,FEIJAO MORENINHO,0191,Outros produtos e serviços da lavoura,010106,
6301501,FEIJAO PRETO,0191,Outros produtos e serviços da lavoura,010106,
6301503,FEIJAO FLORESTA NEGRA,0191,Outros produtos e serviços da lavoura,010106,
6301510,FEIJAO BANDINHA (FEIJAO PRETO),0191,Outros produtos e serviços da lavoura,010106,
6301511,FEIJAO CAVALO,0191,Outros produtos e serviços da lavoura,010106,
6301512,FEIJAO DE COR,0191,Outros produtos e serviços da lavoura,010106,
6301601,FEIJAO FRADINHO,0191,Outros produtos e serviços da lavoura,010106,
6301602,FEIJAO MACASSAR,0191,Outros produtos e serviços da lavoura,010106,
6301603,FEIJAO DE CORDA,0191,Outros produtos e serviços da lavoura,010106,
6301604,FEIJAO DE METRO,0191,Outros produtos e serviços da lavoura,010106,
6301607,FEIJAO DE MOITA,0191,Outros produtos e serviços da lavoura,010106,
6301608,FEIJAO QUARENTINHA,0191,Outros produtos e serviços da lavoura,010106,
6301610,FEIJAO CATADOR,0191,Outros produtos e serviços da lavoura,010106,
6301611,FEIJAO MIUDO,0191,Outros produtos e serviços da lavoura,010106,
6301615,FEIJAO PENDANGA,0191,Outros produtos e serviços da lavoura,010106,
6301617,FEIJAO QUARENTA DIAS,0191,Outros produtos e serviços da lavoura,010106,
6301619,FEIJAO DE FRADE,0191,Outros produtos e serviços da lavoura,010106,
6301622,FEIJAO DO RIO,0191,Outros produtos e serviços da lavoura,010106,
6301624,FEIJAO DE RAMA,0191,Outros produtos e serviços da lavoura,010106,
6301625,FEIJAO BAIANO,0191,Outros produtos e serviços da lavoura,010106,
6301626,FEIJAO VINAGRE,0191,Outros produtos e serviços da lavoura,010106,
6301627,FEIJAO SEMPRE VERDE,0191,Outros produtos e serviços da lavoura,010106,
6301628,FEIJAO DE ARRANCA,0191,Outros produtos e serviços da lavoura,010106,
6301629,FEIJAO BAJE PODRE (FEIJAO MACASSAR),0191,Outros produtos e serviços da lavoura,010106,
6301630,FEIJAO BARRIGUDO (FEIJAO DE METRO),0191,Outros produtos e serviços da lavoura,010106,
6301632,FEIJAO CAUPI,0191,Outros produtos e serviços da lavoura,010106,
6301633,FEIJAO DA COLONIA,0191,Outros produtos e serviços da lavoura,010106,
6301634,FEIJAO VERDE,0191,Outros produtos e serviços da lavoura,010106,
6301635,FEIJAO PERUANO,0191,Outros produtos e serviços da lavoura,010106,
6301701,FEIJAO JALO,0191,Outros produtos e serviços da lavoura,010106,
6301702,FEIJAO VERMELHO,0191,Outros produtos e serviços da lavoura,010106,
6301705,FEIJAO GORDO,0191,Outros produtos e serviços da lavoura,010106,
6301707,FEIJAO DO SUL,0191,Outros produtos e serviços da lavoura,010106,
6301901,FEIJAO ROXO,0191,Outros produtos e serviços da lavoura,010106,
6301902,FEIJAO ROCHEDO,0191,Outros produtos e serviços da lavoura,010106,
6301903,FEIJAO BICO ROXO,0191,Outros produtos e serviços da lavoura,010106,
6301907,FEIJAO ROXINHO,0191,Outros produtos e serviços da lavoura,010106,
6301910,FEIJAO RAPE (FEIJAO ROXO),0191,Outros produtos e serviços da lavoura,010106,
6301911,FEIJAO ANAO (FEIJAO ROXO),0191,Outros produtos e serviços da lavoura,010106,
6302101,FEIJAO RAJADO,0191,Outros produtos e serviços da lavoura,010106,
6302104,FEIJAO VERMELHO E BRANCO,0191,Outros produtos e serviços da lavoura,010106,
6302113,FEIJAO CHOCOLATE,0191,Outros produtos e serviços da lavoura,010106,
6302114,FEIJAO CARIOCA,0191,Outros produtos e serviços da lavoura,010106,
6302115,FEIJAO RAJADINHO,0191,Outros produtos e serviços da lavoura,010106,
6302116,FEIJAO CARIOQUINHA,0191,Outros produtos e serviços da lavoura,010106,
6302201,FEIJAO ROSINHA,0191,Outros produtos e serviços da lavoura,010106,
6302204,FEIJAO ROSADO,0191,Outros produtos e serviços da lavoura,010106,
6302301,FEIJAO ENXOFRE,0191,Outros produtos e serviços da lavoura,010106,
6302302,FEIJAO AMARELO,0191,Outros produtos e serviços da lavoura,010106,
6302303,FEIJAO OURO,0191,Outros produtos e serviços da lavoura,010106,
6302305,FEIJAO MINEIRO,0191,Outros produtos e serviços da lavoura,010106,
6302401,FEIJAO PARDO,0191,Outros produtos e serviços da lavoura,010106,
6302508,FEIJAO TERRINHA,0191,Outros produtos e serviços da lavoura,010106,
6302509,FEIJAO CARA SUJA,0191,Outros produtos e serviços da lavoura,010106,
6302511,FEIJAO FIGADO DE GALINHA,0191,Outros produtos e serviços da lavoura,010106,
6302512,FEIJAO IMPERIAL,0191,Outros produtos e serviços da lavoura,010106,
6302602,ANDU,0191,Outros produtos e serviços da lavoura,010106,
6302604,FEIJAO GUANDO,0191,Outros produtos e serviços da lavoura,010106,
6302605,FEIJAO ANDU,0191,Outros produtos e serviços da lavoura,010106,
6302609,FEIJAO GUANDU,0191,Outros produtos e serviços da lavoura,010106,
6302801,GRAO DE BICO,0191,Outros produtos e serviços da lavoura,010106,
6302901,LENTILHA,0191,Outros produtos e serviços da lavoura,010106,
6303001,SOJA (EM GRAO),0191,Soja em grão,010105,
6303002,FEIJAO SOJA,0191,Outros produtos e serviços da lavoura,010106,
6303101,FEIJAO (NAO ESPECIFICADO),0191,Outros produtos e serviços da lavoura,010106,
6303201,SEMENTE DE ABOBORA,0191,Outros produtos e serviços da lavoura,010106,
6303301,ARROZ PRE-COZIDO,1093,Arroz beneficiado e produtos derivados,030111,
6303401,SEMENTE DE LINHACA,0191,Outros produtos e serviços da lavoura,010106,
6303701,ARROZ ESPECIAL (JAPONES),1093,Arroz beneficiado e produtos derivados,030111,
6303702,ARROZ JAPONES (ESPECIAL),1093,Arroz beneficiado e produtos derivados,030111,
6305101,BATATA INGLESA,0191,Outros produtos e serviços da lavoura,010106,
6305102,BATATA DO REINO,0191,Outros produtos e serviços da lavoura,010106,
6305103,BATATA ROSA,0191,Outros produtos e serviços da lavoura,010106,
6305104,BATATA PORTUGUESA,0191,Outros produtos e serviços da lavoura,010106,
6305105,BATATA INGESA ROSA,0191,Outros produtos e serviços da lavoura,010106,
6305106,BATATINHA,0191,Outros produtos e serviços da lavoura,010106,
6305107,BATATA LISA,0191,Outros produtos e serviços da lavoura,010106,
6305108,BATATA HOLANDESA,0191,Outros produtos e serviços da lavoura,010106,
6305109,BATATA BINGE,0191,Outros produtos e serviços da lavoura,010106,
6305201,ARARUTA,0191,Outros produtos e serviços da lavoura,010106,
6305202,MASSA DE ARARUTA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6305301,BATATA BAROA,0191,Outros produtos e serviços da lavoura,010106,
6305302,BATATA BARONESA,0191,Outros produtos e serviços da lavoura,010106,
6305303,MANDIOQUINHA SALSA (BATATA BAROA),0191,Outros produtos e serviços da lavoura,010106,
6305304,CENOURA AMARELA (BATATA BAROA),0191,Outros produtos e serviços da lavoura,010106,
6305401,BATATA DOCE,0191,Outros produtos e serviços da lavoura,010106,
6305402,BATATA DOCE ROXA,0191,Outros produtos e serviços da lavoura,010106,
6305403,BATATA DA TERRA,0191,Outros produtos e serviços da lavoura,010106,
6305404,BATATA DE ANGOLA,0191,Outros produtos e serviços da lavoura,010106,
6305405,BATATA MASTRUS,0191,Outros produtos e serviços da lavoura,010106,
6305501,INHAME,0191,Outros produtos e serviços da lavoura,010106,
6305504,INHAME CHINES,0191,Outros produtos e serviços da lavoura,010106,
6305505,INHAME DA COSTA,0191,Outros produtos e serviços da lavoura,010106,
6305601,MANDIOCA,0191,Mandioca,010107,
6305602,MANDIOCA DOCE,0191,Mandioca,010107,
6305603,MANDIOCA MANSA,0191,Mandioca,010107,
6305604,MANDIOCA BRANCA,0191,Mandioca,010107,
6305605,MANDIOCA CACAU,0191,Mandioca,010107,
6305609,AIPIM,0191,Mandioca,010107,
6305610,MACAXEIRA,0191,Mandioca,010107,
6305612,AIMPIM,0191,Mandioca,010107,
6305613,MANDIOCA SEM CASCA,0191,Mandioca,010107,
6305614,MASSA DE MACAXEIRA,1093,Farinha de mandioca e outros,030113,
6305701,CARA,0191,Outros produtos e serviços da lavoura,010106,
6305702,CARA INHAME,0191,Outros produtos e serviços da lavoura,010106,
6305703,CARA CHINES,0191,Outros produtos e serviços da lavoura,010106,
6305713,INHAME CARAQUENTO (CARA),0191,Outros produtos e serviços da lavoura,010106,
6305714,INHAME LISO (CARA),0191,Outros produtos e serviços da lavoura,010106,
6305717,BATATA DE RAMA,0191,Outros produtos e serviços da lavoura,010106,
6305718,CARA NAMBU,0191,Outros produtos e serviços da lavoura,010106,
6305901,BATATA AIPO,0191,Outros produtos e serviços da lavoura,010106,
6305902,BATATA SALSA,0191,Outros produtos e serviços da lavoura,010106,
6305905,BATATA CENOURA,0191,Outros produtos e serviços da lavoura,010106,
6305906,BATATA FIUZA,0191,Outros produtos e serviços da lavoura,010106,
6305908,MANDIOQUINHA,0191,Outros produtos e serviços da lavoura,010106,
6306001,RABANETE,0191,Outros produtos e serviços da lavoura,010106,
6306101,BETERRABA,0191,Outros produtos e serviços da lavoura,010106,
6306201,CENOURA,0191,Outros produtos e serviços da lavoura,010106,
6306202,CENOURA VERMELHA,0191,Outros produtos e serviços da lavoura,010106,
6306203,CENOURINHA,0191,Outros produtos e serviços da lavoura,010106,
6306301,NABO,0191,Outros produtos e serviços da lavoura,010106,
6306501,GOBO,0191,Outros produtos e serviços da lavoura,010106,
6306601,ACAFRAO,0191,Outros produtos e serviços da lavoura,010106,
6306701,BATATA NAO ESPECIFICADA,0191,Outros produtos e serviços da lavoura,010106,
6306801,QUIRERA NAO ESPECIFICADA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400101,CREME DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400102,CREME DE ARROZ VITAMINADO,1093,Arroz beneficiado e produtos derivados,030111,
6400103,FARINHA DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400104,ARROZINA,1093,Arroz beneficiado e produtos derivados,030111,
6400105,MUCILON,1093,Arroz beneficiado e produtos derivados,030111,
6400106,MASSA DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400107,MUCILON DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400108,MINGAU DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400201,FLOCOS DE ARROZ,1093,Arroz beneficiado e produtos derivados,030111,
6400301,FARINHA DE AVEIA,1093,Farinha de mandioca e outros,030113,
6400401,AVEIA EM FLOCOS,1093,Farinha de mandioca e outros,030113,
6400402,FLOCOS DE AVEIA,1093,Farinha de mandioca e outros,030113,
6400403,AVEIA INSTANTANEA,1093,Farinha de mandioca e outros,030113,
6400404,VITAVENA,1093,Farinha de mandioca e outros,030113,
6400501,FARINHA DE CENTEIO,1093,Farinha de mandioca e outros,030113,
6400601,FUBA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400602,FUBA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400603,FARINHA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400604,MILHARINA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400605,FLOR DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400606,SEMOLA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400607,MASSA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400608,PUBA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400609,PUBA DE FUBA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400610,MASSA DE CANJICA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400611,FECULA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400612,MUCILON DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400613,MILHO MOIDO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400614,MINGAU DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400701,MAIZENA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400702,AMIDO DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400703,GOMA DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400705,AMIDO DE ARROZ,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400706,AMIDO DE MANDIOCA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400707,MILHENA NUTRIL 5,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400801,CREMOGEMA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400802,VITAMILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400804,CREME DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400901,FLOCOS DE MILHO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400902,SUCRILHOS,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6400903,CEREAIS MATINAIS EM FLOCOS,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401001,FARINHA DE TRIGO,1093,Farinha de trigo e derivados,030112,
6401003,SEMOLINA DE TRIGO,1093,Farinha de trigo e derivados,030112,
6401004,FARINHA DE TRIGO COM FERMENTO,1093,Farinha de trigo e derivados,030112,
6401005,FECULA DE TRIGO,1093,Farinha de trigo e derivados,030112,
6401101,FARINHA DE ROSCA,1093,Farinha de mandioca e outros,030113,
6401201,FARINHA DE QUIBE,1093,Farinha de trigo e derivados,030112,
6401202,FARINHA DE TRIGO DE QUIBE,1093,Farinha de trigo e derivados,030112,
6401203,TRIGUILHO,1093,Farinha de trigo e derivados,030112,
6401301,"GERME,GLUTEM E FIBRA DE TRIGO",1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401303,FIBRA DE TRIGO,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401304,FIBRA DE SOJA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401305,FIBRA DE CEREAIS,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401401,FARINHA DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401402,FARINHA DE MANDIOCA CRUA,1093,Farinha de mandioca e outros,030113,
6401403,FARINHA DE MANDIOCA TORRADA,1093,Farinha de mandioca e outros,030113,
6401404,FARINHA DE MANDIOCA BIJU,1093,Farinha de mandioca e outros,030113,
6401405,FARINHA DE MANDIOCA MORENA,1093,Farinha de mandioca e outros,030113,
6401406,FARINHA DE MANDIOCA AMARELA,1093,Farinha de mandioca e outros,030113,
6401407,FARINHA DE MANDIOCA BRANCA,1093,Farinha de mandioca e outros,030113,
6401408,FARINHA DE MANDIOCA MISTURADA,1093,Farinha de mandioca e outros,030113,
6401409,FARINHA DE MANDIOCA COMUM,1093,Farinha de mandioca e outros,030113,
6401410,FARINHA DE COPIOBA,1093,Farinha de mandioca e outros,030113,
6401411,FARINHA DE MESA,1093,Farinha de mandioca e outros,030113,
6401412,FARINHA DE CARIMA,1093,Farinha de mandioca e outros,030113,
6401414,MASSA DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401415,FARINHA DE AGUA,1093,Farinha de mandioca e outros,030113,
6401501,FECULA DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401502,GOMA DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401503,POLVILHO DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401504,POLVILHO AZEDO,1093,Farinha de mandioca e outros,030113,
6401505,SAGU DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401507,CREME DE MACAXEIRA,1093,Farinha de mandioca e outros,030113,
6401508,GOMA DE TAPIOCA,1093,Farinha de mandioca e outros,030113,
6401509,TAPIOCA (GOMA),1093,Farinha de mandioca e outros,030113,
6401510,FARINHA DE TAPIOCA,1093,Farinha de mandioca e outros,030113,
6401511,FARINHA BEIJU,1093,Farinha de mandioca e outros,030113,
6401512,POLVILHO DOCE,1093,Farinha de mandioca e outros,030113,
6401513,CARIMA (PUBA DE MANDIOCA),1093,Farinha de mandioca e outros,030113,
6401514,PUBA DE MANDIOCA,1093,Farinha de mandioca e outros,030113,
6401515,SAGU (DE MANDIOCA),1093,Farinha de mandioca e outros,030113,
6401516,TAPIOCA DE GOMA (MANDIOCA),1093,Farinha de mandioca e outros,030113,
6401601,FARINHA NAO ESPECIFICADA,1093,Farinha de trigo e derivados,030112,
6401701,FARINHA DE ARARUTA,1093,Farinha de mandioca e outros,030113,
6401801,FECULA DE ARARUTA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401802,GOMA DE ARARUTA,1093,"Óleos de milho, amidos e féculas vegetais e rações",030114,
6401901,FARINHA DE SOJA,1093,"Óleo de soja em bruto e tortas, bagaços e farelo de soja",030106,
6402001,FARINHA LACTEA,1093,Produtos do laticínio e sorvetes,030110,
6402002,FARINHA VITAMINADA,1093,Outros produtos alimentares,030118,
6402003,SUSTAGEM,1093,Outros produtos alimentares,030118,
6402007,PROTEINAC,1093,Outros produtos alimentares,030118,
6402008,PROTEINA DE SOJA,1093,Outros produtos alimentares,030118,
6402009,SOJA (PROTEINA),1093,Outros produtos alimentares,030118,
6402010,COMPLEMENTO ALIMENTAR DE QUALQUER SABOR,1093,Outros produtos alimentares,030118,
6402011,COMPOSTO ALIMENTAR DE QUALQUER SABOR,1093,Outros produtos alimentares,030118,
6402101,NESTON,1093,Outros produtos alimentares,030118,
6402102,FLOCOS DE CEREAIS,1093,Outros produtos alimentares,030118,
6402103,ALIMENTOS INFANTIS QUATRO CEREAIS,1093,Outros produtos alimentares,030118,
6402104,EXTRATO DE CEREAIS,1093,Outros produtos alimentares,030118,
6402105,VITAFLOCOS,1093,Outros produtos alimentares,030118,
6402106,MUSLI (FLOCOS DE CEREAL),1093,Outros produtos alimentares,030118,
6402107,MIX DE CEREAIS,1093,Outros produtos alimentares,030118,
6402201,MASSA DE PAO COMUM,1093,Farinha de trigo e derivados,030112,
6402301,MASSA DE PAO DE QUEIJO,1093,Outros produtos alimentares,030118,
6402302,PAO DE QUEIJO SEMIPRONTO,1093,Outros produtos alimentares,030118,
6402401,MASSA DE PIZZA,1093,Outros produtos alimentares,030118,
6402402,PIZZA SEMIPRONTA,1093,Outros produtos alimentares,030118,
6402403,MINI PIZZA,1093,Outros produtos alimentares,030118,
6402601,MASSA DE PASTEL,1093,Farinha de trigo e derivados,030112,
6402602,FILHO (MASSA DE PASTEL),1093,Farinha de trigo e derivados,030112,
6402603,MINI PASTEL,1093,Farinha de trigo e derivados,030112,
6402701,MASSA DE NHOQUE,1093,Outros produtos alimentares,030118,
6402801,MASSA DE RAVIOLE,1093,Outros produtos alimentares,030118,
6402901,MASSA DE LASANHA,1093,Outros produtos alimentares,030118,
6402902,LASANHA SEMIPRONTA,1093,Outros produtos alimentares,030118,
6403001,MASSA DE CANELONE,1093,Outros produtos alimentares,030118,
6403101,MASSA DE CAPELETI,1093,Outros produtos alimentares,030118,
6403201,MACARRAO SEM OVOS,1093,Outros produtos alimentares,030118,
6403202,MACARRAO DE GLUTEN SEM OVOS,1093,Outros produtos alimentares,030118,
6403203,MACARRAO DE SEMOLA SEM OVOS,1093,Outros produtos alimentares,030118,
6403204,MACARRAO DE SEMOLINA SEM OVOS,1093,Outros produtos alimentares,030118,
6403205,MACARRAO DE SOPA SEM OVOS,1093,Outros produtos alimentares,030118,
6403206,MASSA SEM OVOS,1093,Outros produtos alimentares,030118,
6403207,MASSA DE GLUTEN SEM OVOS,1093,Outros produtos alimentares,030118,
6403208,MASSA DE SEMOLA SEM OVOS,1093,Outros produtos alimentares,030118,
6403209,MASSA DE SEMOLINA SEM OVOS,1093,Outros produtos alimentares,030118,
6403210,MASSA DE SOPA SEM OVOS,1093,Outros produtos alimentares,030118,
6403211,TALHARIM SEM OVOS,1093,Outros produtos alimentares,030118,
6403212,SPAGHETTI SEM OVOS,1093,Outros produtos alimentares,030118,
6403213,ESPAGUETE SEM OVOS,1093,Outros produtos alimentares,030118,
6403215,MIOJO,1093,Outros produtos alimentares,030118,
6403216,MACARRAO INSTANTANEO,1093,Outros produtos alimentares,030118,
6403217,MACARRAO PARAFUSO SEM OVOS,1093,Outros produtos alimentares,030118,
6403218,MACARRAO COM ESPINAFRE,1093,Outros produtos alimentares,030118,
6403219,MACARRAO COM CENOURA,1093,Outros produtos alimentares,030118,
6403220,MACARRAO COM MILHO,1093,Outros produtos alimentares,030118,
6403221,MACARRAO INTEGRAL,1093,Outros produtos alimentares,030118,
6403222,MACARRAO PASTEURIZADO,1093,Outros produtos alimentares,030118,
6403223,MACARRAO PICADO,1093,Outros produtos alimentares,030118,
6403224,MACARRAO PRE-COZIDO,1093,Outros produtos alimentares,030118,
6403225,MACARRAO SEM COLESTEROL,1093,Outros produtos alimentares,030118,
6403226,MACARRAO VITAMINADO,1093,Outros produtos alimentares,030118,
6403227,MASSA INSTANTANEA,1093,Outros produtos alimentares,030118,
6403301,MACARRAO COM OVOS,1093,Outros produtos alimentares,030118,
6403302,MACARRAO DE GLUTEN COM OVOS,1093,Outros produtos alimentares,030118,
6403303,MACARRAO DE SEMOLA COM OVOS,1093,Outros produtos alimentares,030118,
6403304,MACARRAO DE SEMOLINA COM OVOS,1093,Outros produtos alimentares,030118,
6403305,MACARRAO DE SOPA COM OVOS,1093,Outros produtos alimentares,030118,
6403306,MASSA COM OVOS,1093,Outros produtos alimentares,030118,
6403307,MASSA DE GLUTEN COM OVOS,1093,Outros produtos alimentares,030118,
6403308,MASSA DE SEMOLA COM OVOS,1093,Outros produtos alimentares,030118,
6403309,MASSA DE SEMOLINA COM OVOS,1093,Outros produtos alimentares,030118,
6403310,MASSA DE SOPA COM OVOS,1093,Outros produtos alimentares,030118,
6403311,TALHARIM COM OVOS,1093,Outros produtos alimentares,030118,
6403312,SPAGHETTI COM OVOS,1093,Outros produtos alimentares,030118,
6403313,ESPAGUETE COM OVOS,1093,Outros produtos alimentares,030118,
6403314,ALETRIA COM OVOS,1093,Outros produtos alimentares,030118,
6403315,MACARRAO PARAFUSO COM OVOS,1093,Outros produtos alimentares,030118,
6403401,MACARRAO (NAO ESPECIFICADO),1093,Outros produtos alimentares,030118,
6403402,MACARRAO CASEIRO,1093,Outros produtos alimentares,030118,
6403403,MACARRAO COM SEMOLA ( NAO ESPECIFICADO),1093,Outros produtos alimentares,030118,
6403404,ESPAGUETE (NAO ESPECIFICADO),1093,Outros produtos alimentares,030118,
6403405,MACARRAO PARAFUSO (NAO ESPECIFICADO),1093,Outros produtos alimentares,030118,
6403406,TALHARIM (NAO ESPECIFICADO),1093,Outros produtos alimentares,030118,
6403407,MASSA DE SEMOLA (NAO ESPECIFICADA),1093,Outros produtos alimentares,030118,
6403408,MASSA DE SOPA (NAO ESPECIFICADA),1093,Outros produtos alimentares,030118,
6403409,MASSA (NAO ESPECIFICADA),1093,Outros produtos alimentares,030118,
6403501,PURE DE BATATA EM CAIXA,1093,"Conservas de frutas, legumes e outros vegetais",030105,
6403601,BIFE VEGETAL,1093,Outros produtos alimentares,030118,
6403602,MASSA DE SOJA (CARNE VEGETAL),1093,Outros produtos alimentares,030118,
6403604,PASTA DE SOJA,1093,Outros produtos alimentares,030118,
6403605,CARNE DE SOJA,1093,Outros produtos alimentares,030118,
6403701,OUTRAS FARINHAS,1093,Farinha de mandioca e outros,030113,
6403702,FARINHA DE AMENDOIM,1093,Farinha de mandioca e outros,030113,
6403703,AMENDOIM MOIDO,1093,Farinha de mandioca e outros,030113,
6403704,FARINHA DE PEIXE,1091,Pescado industrializado,030104,
6403705,FARINHA DE FEIJAO,1093,Farinha de mandioca e outros,030113,
6403706,FARINHA DE BANANA,1093,Farinha de mandioca e outros,030113,
6404201,MASSA DE COXINHA,1093,Farinha de trigo e derivados,030112,
6404202,COXINHA DE FRITAR (MASSA),1093,Farinha de trigo e derivados,030112,
6404303,CALZONE (SEMIPRONTO),1093,Outros produtos alimentares,030118,
6404401,GRANOLA (FLOCOS DE CEREAL),1093,Farinha de mandioca e outros,030113,
6405101,COCO DA BAHIA (SECO OU VERDE),0191,Outros produtos e serviços da lavoura,010106,
6405102,COCO DA PRAIA,0191,Outros produtos e serviços da lavoura,010106,
6405201,COCO RALADO INDUSTRIALIZADO,1093,"Conservas de frutas, legumes e outros vegetais",030105,
6405301,CASTANHA PORTUGUESA,0280,Produtos da exploração florestal e da silvicultura,010112,
6405302,CASTANHA DA EUROPA,0280,Produtos da exploração florestal e da silvicultura,010112,
6405401,PINHAO,0280,Produtos da exploração florestal e da silvicultura,010112,
6405402,PINHAO DO PARANA,0280,Produtos da exploração florestal e da silvicultura,010112,
6405501,AMENDOA,0191,Outros produtos e serviços da lavoura,010106,
6405601,AVELA,0191,Outros produtos e serviços da lavoura,010106,
6405701,CASTANHA DO PARA,0191,Outros produtos e serviços da lavoura,010106,
6405801,CASTANHA DE CAJU,0191,Outros produtos e serviços da lavoura,010106,
6405901,COCO OURICURI,0280,Produtos da exploração florestal e da silvicultura,010112,
