0,1,2,3,4,5
"Tradutor POF2002-2003 - Contas Nacionais, com produtos para consumo final das famílias",,,,,https://github.com/rodrigoesborges/pofesferas/blob/master/tradutores/Tradu_POF_2003xContas-rearrumado-na-mao.xls?raw=true
Cod Pof,Descrição pof,CodAdapt,Descrição Contas,Cod Contas 110,fonte
0907801,CONSERTO DE MAQUINA DE COSTURA (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0907901,CONSERTO DE MICROONDAS (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908001,CONSERTO DE VIDEOGAME (PECA + MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908101,CONSERTO DE CENTRIFUGA (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908201,CONSERTO DE IMPRESSORA (PECA + MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908202,CONSERTO DE IMPRESSORA (PECA),7380,Serviços de manutenção e reparação,110101,
0908301,CONSERTO DE CONTROLE REMOTO,7380,Serviços de manutenção e reparação,110101,
0908401,CONSERTO DE FAX (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908501,CONSERTO DE DVD (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
0908601,REFORMA DE INSTRUMENTO MUSICAL (PECA+MAO-DE-OBRA),7380,Serviços de manutenção e reparação,110101,
1000501,ALUGUEL DO IMOVEL (DOMICILIO PRINCIPAL),6800,Serviços imobiliários e aluguel,100101,
1000502,ALUGUEL DO IMOVEL,6800,Serviços imobiliários e aluguel,100101,
1001001,ALUGUEL DE GARAGEM (DOMICILIO PRINCIPAL),6800,Serviços imobiliários e aluguel,100101,
1001002,ALUGUEL DE GARAGEM,6800,Serviços imobiliários e aluguel,100101,
1001201,CONDOMINIO (DOMICILIO PRINCIPAL),9480,Serviços prestados às famílias,110601,
1001202,CONDOMINIO,9480,Serviços prestados às famílias,110601,
1001401,IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1001402,IPTU,9800,TAXAS,TAXAS,
1001403,IMPOSTO PREDIAL,9800,TAXAS,TAXAS,
1001604,"ADICIONAL ALUGUEL IMOVEL (JUROS, MULTA, ETC.)",9800,TAXAS,TAXAS,
1001701,"ADICIONAIS DE PRESTACAO DO IMOVEL (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",9800,TAXAS,TAXAS,
1001702,JUROS DE PRESTACAO DO IMOVEL (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1001703,MULTA DE PRESTACAO DO IMOVEL (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1001802,JUROS DE ALUGUEL DE GARAGEM (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1001901,"ADICIONAIS DE CONDOMINIO (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",9800,TAXAS,TAXAS,
1002001,"ADICIONAIS DE IMPOSTO PREDIAL (JUROS,MULTA,ETC.) (DOMICILIO PRINCIPAL)",9800,TAXAS,TAXAS,
1002002,JUROS DE IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1002201,IMPOSTO TERRITORIAL RURAL,9800,TAXAS,TAXAS,
1002301,SPU (SERVICO DE PATRIMONIO DA UNIAO),9800,TAXAS,TAXAS,
1002302,SERVICO DE PATRIMONIO DA UNIAO (SPU),9800,TAXAS,TAXAS,
1002401,INCRA,9800,TAXAS,TAXAS,
1200102,IMPOSTO DE TRANSMISSAO DO IMOVEL (AQUISICAO A VISTA) (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200301,"LOCACAO DO IMOVEL (CONTRATO,DEPOSITOS DE LOCACAO E CONSERVACAO) (DOMICILIO PRINC",6800,Serviços imobiliários e aluguel,100101,
1200303,DEPOSITOS DE LOCACAO DO IMOVEL (DOMICILIO PRINCIPAL),6800,Serviços imobiliários e aluguel,100101,
1200305,"LOCACAO DE IMOVEL (CONTRATO, DEPOSITO DE LOCACAO E CONSERVACAO, ETC.)",6800,Serviços imobiliários e aluguel,100101,
1200401,MUDANCA (DOMICILIO PRINCIPAL),4900,Transporte de carga,070101,
1200402,MUDANCA,4900,Transporte de carga,070101,
1200501,"SEGUROS SOBRE O IMOVEL (INCENDIO,ROUBO,ETC.) (DOMICILIO PRINCIPAL)",6480,Intermediação financeira e seguros,090101,
1200502,SEGURO CONTRA ROUBO DO IMOVEL (DOMICILIO PRINCIPAL),6480,Intermediação financeira e seguros,090101,
1200503,SEGURO CONTRA INCENDIO DO IMOVEL (DOMICILIO PRINCIPAL),6480,Intermediação financeira e seguros,090101,
1200504,"SEGUROS SOBRE O IMOVEL (INCENDIO, ROUBO, ETC.)",6480,Intermediação financeira e seguros,090101,
1200601,"TAXAS (COLETA DE LIXO,PREVENCAO E EXTINCAO DE INCENDIO,SEGURANCA,ETC.) (DOMICILI",9800,TAXAS,TAXAS,
1200602,TAXA DE COLETA DE LIXO (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200603,TAXA DE PREVENCAO E EXTINCAO DE INCENDIO (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200604,TAXA DE SEGURANCA (DOMICILIO PRINCIPAL),8000,Serviços prestados às empresas,110301,
1200605,TAXA DE ILUMINACAO PUBLICA (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200606,TAXA DE CONSERVACAO URBANA (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200607,TAXA DE LIXO (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200608,TAXA DE ASFALTAMENTO (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200609,ASFALTAMENTO (TAXA) (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1200610,"TAXAS (COLETA DE LIXO, PREVENCAO E EXTINCAO DE INCENDIO, ETC.)",9800,TAXAS,TAXAS,
1200701,TAXA DE OCUPACAO DO IMOVEL (DOMICILIO PRINCIPAL),6800,Serviços imobiliários e aluguel,100101,
1200702,TAXA DE OCUPACAO DE IMOVEL,6800,Serviços imobiliários e aluguel,100101,
1200801,TAXA DE INSTALACAO DE RELOGIO DE AGUA (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200802,INSTALACAO DE RELOGIO DE AGUA (TAXA) (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200803,RELOGIO DE AGUA (TAXA DE INSTALACAO) (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200804,HIDROMETRO (TAXA DE INSTALACAO) (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200805,TAXA DE RELIGACAO DE RELOGIO DE AGUA (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200806,TAXA DE INSTALACAO DE RELOGIO DAGUA,3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1200901,TAXA DE TRANSFERENCIA DE TELEFONE (DOMICILIO PRINCIPAL),6100,Serviços de informação,080101,
1200902,TRANSFERENCIA DE TELEFONE (TAXA) (DOMICILIO PRINCIPAL),6100,Serviços de informação,080101,
1200903,TAXA DE TRANSFERENCIA DE TELEFONE,6100,Serviços de informação,080101,
1201001,"TAXA DE INSTALACAO DE INTERFONE,TELEFONE (DOMICILIO PRINCIPAL)",6100,Serviços de informação,080101,
1201003,TELEFONE (TAXA DE INSTALACAO) (DOMICILIO PRINCIPAL),6100,Serviços de informação,080101,
1201004,TAXA DE REPARO DE REDE INTERNA DE TELEFONE (DOMICILIO PRINCIPAL),6100,Serviços de informação,080101,
1201201,TAXA DE LIGACAO DE LUZ (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1201202,TAXA DE RELIGACAO DE LUZ (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1201203,TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA,3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1201301,TAXA DE ISENCAO DE IMPOSTO PREDIAL (DOMICILIO PRINCIPAL),9800,TAXAS,TAXAS,
1201401,TAXA DE VERIFICACAO DE VAZAMENTO DE AGUA (DOMICILIO PRINCIPAL),3500,"Eletricidade e gás, água, esgoto e limpeza urbana",040101,
1201701,TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA,9480,Serviços prestados às famílias,110601,
1201702,UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA (TAXA),9480,Serviços prestados às famílias,110601,
1201802,LINHA TELEFONICA COMUNITARIA (TAXA DE MANUTENCAO),6100,Serviços de informação,080101,
1201902,CERTIDAO DE DIVIDA ATIVA,9800,TAXAS,TAXAS,
1202002,INSTALACAO DE TV A CABO (SERVICO),5980,Serviços de informação,080101,
1202101,TAXA DE ADESAO DE TELEVISAO POR ASSINATURA,5980,Serviços de informação,080101,
1202102,ADESAO DE TELEVISAO POR ASSINATURA (TAXA),5980,Serviços de informação,080101,
1202103,VIGILANCIA ELETRONICA,8000,Serviços prestados às empresas,110301,
1202201,TAXA DE INSTALACAO DE TELEVISAO POR ASSINATURA,5980,Serviços de informação,080101,
1202202,INSTALACAO DE TELEVISAO POR ASSINATURA (TAXA),5980,Serviços de informação,080101,
1202301,TAXA DE INSTALACAO DE INTERNET,6100,Serviços de informação,080101,
1202401,TAXA EXTRA DE CONDOMINIO (REFORMA E MANUTENCAO),9480,Serviços prestados às famílias,110601,
1202402,REFORMA E MANUTENCAO (TAXA EXTRA DE CONDOMINIO),9480,Serviços prestados às famílias,110601,
1202403,TAXA DE REFORMA DE PREDIO (EXTRA DE CONDOMINIO),9480,Serviços prestados às famílias,110601,
1202404,TAXA DE MANUTENCAO DE PREDIO (EXTRA DE CONDOMINIO),9480,Serviços prestados às famílias,110601,
1202405,FUNDO DE RESERVA (EXTRA DE CONDOMINIO),9480,Serviços prestados às famílias,110601,
1202501,CERTIFICADO DE CADASTRO DE IMOVEL,6980,Serviços prestados às empresas,110301,
1300101,AR CONDICIONADO (ALUGUEL),6800,Serviços imobiliários e aluguel,100101,
1300201,TELEFONE RESIDENCIAL (ALUGUEL),6800,Serviços imobiliários e aluguel,100101,
1300202,TELEFONE RESIDENCIAL,6800,Serviços imobiliários e aluguel,100101,
1300301,TELEVISAO (ALUGUEL),6800,Serviços imobiliários e aluguel,100101,
1300302,TELEVISAO,6800,Serviços imobiliários e aluguel,100101,
1300402,VIDEOCASSETE,6800,Serviços imobiliários e aluguel,100101,
1301002,MICROCOMPUTADOR,6800,Serviços imobiliários e aluguel,100101,
1301601,ALUGUEL DE LIXADEIRA ELETRICA,6800,Serviços imobiliários e aluguel,100101,
1301701,KARAOKE OU VIDEOKE (ALUGUEL),9080,Serviços prestados às famílias,110601,
1301801,ALUGUEL DE VIDEOGAME,6800,Serviços imobiliários e aluguel,100101,
1301901,ALUGUEL DE SOM,6800,Serviços imobiliários e aluguel,100101,
1302001,ALUGUEL DE FREEZER,6800,Serviços imobiliários e aluguel,100101,
1302101,ALUGUEL DE CORTADOR DE GRAMA,6800,Serviços imobiliários e aluguel,100101,
1500101,EXAUSTOR,2700,Eletrodomésticos,032501,
1500102,PURIFICADOR DE AR (EXAUSTOR),2700,Eletrodomésticos,032501,
1500201,FOGAO A GAS OU ELETRICO,2700,Eletrodomésticos,032501,
1500301,FOGAO A LENHA,2700,Eletrodomésticos,032501,
1500401,FORNO (ELETRICO),2700,Eletrodomésticos,032501,
1500501,FREEZER,2700,Eletrodomésticos,032501,
1500601,GELADEIRA,2700,Eletrodomésticos,032501,
1500602,FRIGOBAR,2700,Eletrodomésticos,032501,
1500701,MAQUINA DE LAVAR PRATOS,2700,Eletrodomésticos,032501,
1500901,BATEDEIRA DE BOLO,2700,Eletrodomésticos,032501,
1501001,CAFETEIRA ELETRICA,2700,Eletrodomésticos,032501,
1501101,ESPREMEDOR DE FRUTAS ELETRICO,2700,Eletrodomésticos,032501,
1501102,ESPREMEDOR DE FRUTAS (ELETRICO),2700,Eletrodomésticos,032501,
1501201,FACA ELETRICA,2700,Eletrodomésticos,032501,
1501301,GRILL,2700,Eletrodomésticos,032501,
1501401,LIQUIDIFICADOR,2700,Eletrodomésticos,032501,
1501501,MAQUINA DE MOER CARNE (ELETRICA),2700,Eletrodomésticos,032501,
1501601,PURIFICADOR DE AGUA TIPO OZONIZADOR,2700,Eletrodomésticos,032501,
1501602,OZONIZADOR,2700,Eletrodomésticos,032501,
1501701,TORRADEIRA ELETRICA,2700,Eletrodomésticos,032501,
1501801,ASPIRADOR DE PO,2700,Eletrodomésticos,032501,
1501901,ENCERADEIRA,2700,Eletrodomésticos,032501,
1502001,FERRO ELETRICO,2700,Eletrodomésticos,032501,
1502101,MAQUINA DE LAVAR ROUPAS,2700,Eletrodomésticos,032501,
1502201,MAQUINA DE SECAR ROUPAS,2700,Eletrodomésticos,032501,
1502202,CENTRIFUGA (SECAR ROUPA),2700,Eletrodomésticos,032501,
1502301,ANTENA DE TELEVISAO (EXCETO PARABOLICA),2600,Material eletrônico e equipamentos de comunicações,032801,
1502302,ANTENA DE TELEVISAO (NAO PARABOLICA),2600,Material eletrônico e equipamentos de comunicações,032801,
1502401,TELEVISAO EM CORES,2600,Material eletrônico e equipamentos de comunicações,032801,
1502501,TELEVISAO EM PRETO E BRANCO,2600,Material eletrônico e equipamentos de comunicações,032801,
1502601,VIDEOCASSETE,2600,Material eletrônico e equipamentos de comunicações,032801,
1502701,VIDEOCASSETE DVD,2600,Material eletrônico e equipamentos de comunicações,032801,
1502702,DVD,2600,Material eletrônico e equipamentos de comunicações,032801,
1502801,CAIXA DE SOM,2600,Material eletrônico e equipamentos de comunicações,032801,
1502901,CONJUNTO DE SOM ACOPLADO,2600,Material eletrônico e equipamentos de comunicações,032801,
1503001,GRAVADOR E TOCA-FITAS,2600,Material eletrônico e equipamentos de comunicações,032801,
1503003,RADIO GRAVADOR,2600,Material eletrônico e equipamentos de comunicações,032801,
1503004,RADIO TOCA-FITAS,2600,Material eletrônico e equipamentos de comunicações,032801,
1503101,TOCA-DISCOS A LASER,2600,Material eletrônico e equipamentos de comunicações,032801,
1503102,TOCA DISCOS A LAZER,2600,Material eletrônico e equipamentos de comunicações,032801,
1503201,RADIO PORTATIL,2600,Material eletrônico e equipamentos de comunicações,032801,
1503301,RADIO RELOGIO OU DE MESA,2600,Material eletrônico e equipamentos de comunicações,032801,
1503401,AMPLIFICADOR,2600,Material eletrônico e equipamentos de comunicações,032801,
1503701,VIDEOGAME E ACESSORIOS,3180,Móveis e produtos das indústrias diversas,033401,
1503702,VIDEO GAME E ACESSORIOS,3180,Móveis e produtos das indústrias diversas,033401,
1503801,WALKMAN,2600,Material eletrônico e equipamentos de comunicações,032801,
1503901,AR CONDICIONADO,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1503902,AR-CONDICIONADO,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504001,AQUECEDOR DE AR,2700,Eletrodomésticos,032501,
1504101,CIRCULADOR DE AR,2700,Eletrodomésticos,032501,
1504201,VENTILADOR,2700,Eletrodomésticos,032501,
1504301,MAQUINA DE COSTURA (A PEDAL),2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504401,MAQUINA DE COSTURA (ELETRICA),2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504402,MAQUINA DE COSTURA ELETRICA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504501,MAQUINA DE COSTURA NAO ESPECIFICADA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504601,AQUECEDOR CENTRAL DE AGUA (ELETRICO),2700,Eletrodomésticos,032501,
1504701,AQUECEDOR DE AGUA (A GAS),2700,Eletrodomésticos,032501,
1504801,BOMBA DE AGUA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504802,MOTOR DE BOMBA DE AGUA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1504901,CHUVEIRO OU DUCHA ELETRICOS,2700,Eletrodomésticos,032501,
1505001,DISKMAN,2600,Material eletrônico e equipamentos de comunicações,032801,
1505101,SECADOR E MODELADOR DE CABELOS,2700,Eletrodomésticos,032501,
1505102,SECADOR DE CABELOS,2700,Eletrodomésticos,032501,
1505103,MODELADOR DE CABELOS,2700,Eletrodomésticos,032501,
1505201,BARBEADOR ELETRICO,2700,Eletrodomésticos,032501,
1505202,BARBEADOR (ELETRICO),2700,Eletrodomésticos,032501,
1505301,DEPILADOR ELETRICO,2700,Eletrodomésticos,032501,
1505401,KARAOKE,2600,Material eletrônico e equipamentos de comunicações,032801,
1505402,VIDEOKE,2600,Material eletrônico e equipamentos de comunicações,032801,
1505501,GRAVADOR DE CD,2600,Material eletrônico e equipamentos de comunicações,032801,
1505601,REGULADOR DE VOLTAGEM,2700,"Máquinas, aparelhos e materiais elétricos",032701,
1505701,RECEPTOR DE TV A CABO,2600,Material eletrônico e equipamentos de comunicações,032801,
1505702,APARELHO RECEPTOR DE TV A CABO,2600,Material eletrônico e equipamentos de comunicações,032801,
1505801,CENTRIFUGA,2700,Eletrodomésticos,032501,
1505901,TELEFONE-RADIO-RELOGIO,2600,Material eletrônico e equipamentos de comunicações,032801,
1505903,TELEFONE,2600,Material eletrônico e equipamentos de comunicações,032801,
1506001,GRAVADOR DE DVD,2600,Material eletrônico e equipamentos de comunicações,032801,
1506101,PROCESSADOR DE ALIMENTOS (ELETRICO),2700,Eletrodomésticos,032501,
1506103,MULTIPROCESSADOR DE ALIMENTOS (ELETRICO),2700,Eletrodomésticos,032501,
1506104,MULTIPREPARADOR DE ALIMENTOS (ELETRICO),2700,Eletrodomésticos,032501,
1506201,MICROCOMPUTADOR,2600,Máquinas para escritório e equipamentos de informática,032601,
1506202,"COMPUTADOR,COMPONENTES E ACESSORIOS",2600,Máquinas para escritório e equipamentos de informática,032601,
1506401,IMPRESSORA DE MICROCOMPUTADOR,2600,Máquinas para escritório e equipamentos de informática,032601,
1506501,TANQUE DE ROUPA ELETRICO,2700,Eletrodomésticos,032501,
1506502,TANQUINHO ELETRICO,2700,Eletrodomésticos,032501,
1506601,FORNO DE MICROONDAS,2700,Eletrodomésticos,032501,
1506701,APARELHO DE FAX,2600,Material eletrônico e equipamentos de comunicações,032801,
1506702,FAX (APARELHO),2600,Material eletrônico e equipamentos de comunicações,032801,
1507001,SCANER DE COMPUTADOR,2600,Máquinas para escritório e equipamentos de informática,032601,
1507201,NOTEBOOK,2600,Máquinas para escritório e equipamentos de informática,032601,
1507401,SECRETARIA ELETRONICA,2600,Material eletrônico e equipamentos de comunicações,032801,
1507502,BRAUM MINI PINER,2700,Eletrodomésticos,032501,
1507503,WALITTA MIX,2700,Eletrodomésticos,032501,
1507601,BABA ELETRONICA,2600,Material eletrônico e equipamentos de comunicações,032801,
1507701,"ALTO-FALANTE,TWEETHER,MEGAFONE,MICROFONE,ETC.",2600,Material eletrônico e equipamentos de comunicações,032801,
1507704,MICROFONE,2600,Material eletrônico e equipamentos de comunicações,032801,
1507705,"AUTO-FALANTE, TWEETER, MEGAFONE, ETC.",2600,Material eletrônico e equipamentos de comunicações,032801,
1507801,"CONTROLE REMOTO DE TV,SOM,VIDEOCASSETE,ETC.",2600,Material eletrônico e equipamentos de comunicações,032801,
1508101,ACESSORIOS DE IMPRESSORA,2600,Máquinas para escritório e equipamentos de informática,032601,
1508201,ACESSORIOS DE VIDEOCASSETE,2600,Material eletrônico e equipamentos de comunicações,032801,
1508301,FORNO A LENHA,4180,Construção,050101,
1508401,LAVADORA DE ALTA PRESSAO,2700,Eletrodomésticos,032501,
1508501,FORNO A GAS,2700,Eletrodomésticos,032501,
1508601,MASSAGEADOR ELETRICO,2700,Eletrodomésticos,032501,
1508801,MAQUINA DE FAZER PAO,2700,Eletrodomésticos,032501,
1508901,SANDUICHEIRA ELETRICA,2700,Eletrodomésticos,032501,
1509001,VAPORIZADOR ELETRICO (INALADOR),2700,Eletrodomésticos,032501,
1509002,NEBULIZADOR ELETRICO,2700,Eletrodomésticos,032501,
1509101,TELEVISAO E RADIO ACOPLADOS,2600,Material eletrônico e equipamentos de comunicações,032801,
1509201,MAQUINA DE OVERLOCK,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1509301,TELEVISAO E VIDEOCASSETE (ACOPLADOS),2600,Material eletrônico e equipamentos de comunicações,032801,
1509401,ANTENA PARABOLICA E EQUIPAMENTOS,2600,Material eletrônico e equipamentos de comunicações,032801,
1509601,WAPORETO,2700,Eletrodomésticos,032501,
1509602,VAPORETO (WAPORETO),2700,Eletrodomésticos,032501,
1509801,SUPORTE ELETRICO PARA GARRAFAO DE AGUA,2700,Eletrodomésticos,032501,
1509901,UMIDIFICADOR DE AR,2700,Eletrodomésticos,032501,
1510101,HOME THEATER,2600,Material eletrônico e equipamentos de comunicações,032801,
1510301,FILTRO ELETRICO,2700,Eletrodomésticos,032501,
1510501,FATIADOR DE ALIMENTOS,2700,Eletrodomésticos,032501,
1510601,PALM TOP,2600,Máquinas para escritório e equipamentos de informática,032601,
1510701,MOTOR DE FREEZER,2700,Eletrodomésticos,032501,
1511001,MAQUINA DE BATER ACAI ELETRICA,2700,Eletrodomésticos,032501,
1511201,MAQUINA DE CORTAR PISO,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1511301,MAQUINA DE ALGODAO,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1511401,MAQUINA DE CREPE,2700,Eletrodomésticos,032501,
1511501,MAQUINA DE BATER SABAO ELETRICA,2700,Eletrodomésticos,032501,
1511601,MAQUINA DE ESTAMPAR,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1511701,MAQUINA DE POLIR,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1511801,MAQUINA DE RISCAR CERAMICA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1512001,EASY BOX (APARELHO NAVEGADOR DE INTERNET),2600,Material eletrônico e equipamentos de comunicações,032801,
1512101,FONTE DE ALIMENTACAO DE APARELHO ELETRONICO,2700,"Máquinas, aparelhos e materiais elétricos",032701,
1512201,MEDOR DE CAFE ELETRICO,2700,Eletrodomésticos,032501,
1512301,MOTOR ELETRICO PARA PORTAO,2700,"Máquinas, aparelhos e materiais elétricos",032701,
1512401,PAINEL SOLAR (ENERGIA SOLAR),4180,Construção,050101,
1512501,GERADOR DE ENERGIA,2700,"Máquinas, aparelhos e materiais elétricos",032701,
1512601,APARELHO DE SOLDA,2800,"Máquinas e equipamentos, inclusive manutenção e reparos",032401,
1512801,RETROPROJETOR,2600,Material eletrônico e equipamentos de comunicações,032801,
1600101,ACESSORIOS DE INSTRUMENTOS MUSICAIS,3180,Móveis e produtos das indústrias diversas,033401,
1600501,GUITARRA,3180,Móveis e produtos das indústrias diversas,033401,
1600701,VIOLAO,3180,Móveis e produtos das indústrias diversas,033401,
1600702,CAVAQUINHO,3180,Móveis e produtos das indústrias diversas,033401,
1600801,"BINOCULOS,LUNETA E TELESCOPIO",2600,"Aparelhos/instrumentos médico-hospitalar, medida e óptico",032901,
1600901,FILMADORA,2600,"Aparelhos/instrumentos médico-hospitalar, medida e óptico",032901,
1601101,MAQUINA FOTOGRAFICA,2600,"Aparelhos/instrumentos médico-hospitalar, medida e óptico",032901,
1601401,CALCULADORA MECANICA,2600,Máquinas para escritório e equipamentos de informática,032601,
1601501,CALCULADORA E AGENDA ELETRONICA,2600,Máquinas para escritório e equipamentos de informática,032601,
1601502,CALCULADORA ELETRONICA,2600,Máquinas para escritório e equipamentos de informática,032601,
1601503,AGENDA ELETRONICA,2600,Máquinas para escritório e equipamentos de informática,032601,
1601601,MAQUINA DE ESCREVER (MECANICA),2600,Máquinas para escritório e equipamentos de informática,032601,
1601602,MAQUINA DE ESCREVER MECANICA,2600,Máquinas para escritório e equipamentos de informática,032601,
1601801,BARRACA DE ACAMPAMENTO,1300,Fabricação outros produtos Têxteis,030303,
1601901,CHURRASQUEIRA,2500,Produtos de metal - exclusive máquinas e equipamento,032301,
1602101,LAMPIAO,3180,Móveis e produtos das indústrias diversas,033401,
1602102,LAMPARINA,3180,Móveis e produtos das indústrias diversas,033401,
1602201,APARELHO DE CHA OU CAFE,2300,Outros produtos de minerais não-metálicos,032001,
1602202,CONJUNTO DE CHA (APARELHO),2300,Outros produtos de minerais não-metálicos,032001,
1602301,APARELHO DE JANTAR,2300,Outros produtos de minerais não-metálicos,032001,
1602303,JOGO DE JANTAR (APARELHO),2300,Outros produtos de minerais não-metálicos,032001,
1602401,BAIXELA,2500,Produtos de metal - exclusive máquinas e equipamento,032301,
