0,1,2,3,4,5,6,7,8,9
,,"Tabela 419 - Aquisição (monetária) alimentar domiciliar per capita anual por grupos, subgrupos e produtos e classes de recebimento mensal familiar",,,,,,,
,,Variável - Aquisição (monetária) alimentar domiciliar per capita anual (Quilogramas),,,,,,,
,,Total das áreas - POF - Total das áreas,,,,,,,
,,Classes de recebimento mensal familiar - Total,,,,,,,
,,"Grupos, subgrupos e produtos",Ano,,,,,,
,,,1987,1995,2002,2008,,,
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.5 Doce de fruta em calda,0.14,0.132,0.056,0.072,12.2.5 Doce de fruta,,12.2.5 Doce de fruta
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.6 Doce de fruta em pasta,0.465,0.307,0.247,0.184,,,0
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.7 Rapadura,...,...,0.038,0.056,,,0
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.8 Sorvete,0.409,0.635,0.748,0.893,12.2.8 Sorvete,,12.2.8 Sorvete
12. Açúcares e produtos de confeitaria,12.2 Doces e derivados,12.2.9 Outros,1.193,0.46,0.51,0.823,12.2.9 Outros,12.2.9 Outros12.2.7 Rapadura12.2.1 Bombom12.2.2 Chiclete12.2.2 Chocolate em tablete,12.2.9 Outros12.2.7 Rapadura12.2.1 Bombom12.2.2 Chiclete12.2.2 Chocolate em tablete
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,0.705,0.716,...,...,,,0
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,"12.3 Outros açúcares, doces e produtos de confeitaria",...,...,1.127,0.976,"12.3 Outros açúcares, doces e produtos de confeitaria","12.3 Outros açúcares, doces e produtos de confeitaria12.3 Outros açucares e produtos de confeitaria","12.3 Outros açúcares, doces e produtos de confeitaria12.3 Outros açucares e produtos de confeitaria"
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.1 Chocolate em pó,0.467,0.578,0.807,0.733,12.3.1 Chocolate em pó,,12.3.1 Chocolate em pó
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.2 Gelatina,...,...,0.119,0.084,,,0
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.3 Mel de abelha,...,...,0.051,0.032,,,0
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.4 Polpa de fruta,...,...,0.14,0.118,,,0
12. Açúcares e produtos de confeitaria,12.3 Outros açucares e produtos de confeitaria,12.3.5 Outros,0.238,0.139,0.009,0.01,12.3.5 Outros,12.3.5 Outros12.3.4 Polpa de fruta12.3.2 Gelatina12.3.3 Mel de abelha,12.3.5 Outros12.3.4 Polpa de fruta12.3.2 Gelatina12.3.3 Mel de abelha
13. Sais e condimentos,NADA,13. Sais e condimentos,6.803,4.938,5.314,4.954,13. Sais e condimentos,,13. Sais e condimentos
13. Sais e condimentos,13.1 Sais,13.1 Sais,3.392,2.428,1.812,1.648,13.1 Sais,,13.1 Sais
13. Sais e condimentos,13.1 Sais,13.1.1 Sal grosso,0.082,0.06,0.045,0.29,13.1.1 Sal grosso,,13.1.1 Sal grosso
13. Sais e condimentos,13.1 Sais,13.1.2 Sal refinado,3.239,2.365,1.761,1.354,13.1.2 Sal refinado,,13.1.2 Sal refinado
13. Sais e condimentos,13.1 Sais,13.1.3 Outros,0.072,0.002,0.006,0.004,13.1.3 Outros,,13.1.3 Outros
13. Sais e condimentos,13.2 Condimentos,13.2 Condimentos,3.411,2.51,3.502,3.306,13.2 Condimentos,,13.2 Condimentos
13. Sais e condimentos,13.2 Condimentos,13.2.1 Caldo de carne em tablete,0.035,0.02,0.035,0.042,13.2.1 Caldo de carne em tablete,,13.2.1 Caldo de carne em tablete
13. Sais e condimentos,13.2 Condimentos,13.2.2 Caldo de galinha em tablete,0.037,0.046,0.048,0.049,13.2.2 Caldo de galinha em tablete,,13.2.2 Caldo de galinha em tablete
13. Sais e condimentos,13.2 Condimentos,13.2.3 Coco ralado,0.033,0.028,...,...,,,0
13. Sais e condimentos,13.2 Condimentos,13.2.3 Outros caldos em tablete,...,...,0.027,0.053,,,0
13. Sais e condimentos,13.2 Condimentos,13.2.4 Colorau,...,...,0.046,0.035,,,0
13. Sais e condimentos,13.2 Condimentos,13.2.5 Fermento,0.097,0.058,0.047,0.04,13.2.5 Fermento,,13.2.5 Fermento
13. Sais e condimentos,13.2 Condimentos,13.2.6 Leite de coco,...,...,0.056,0.103,,,0
13. Sais e condimentos,13.2 Condimentos,13.2.7 Maionese,0.375,0.351,0.484,0.433,13.2.7 Maionese,,13.2.7 Maionese
13. Sais e condimentos,13.2 Condimentos,13.2.8 Massa de tomate,0.895,0.549,1.124,0.718,13.2.8 Massa de tomate,,13.2.8 Massa de tomate
13. Sais e condimentos,13.2 Condimentos,13.2.9 Molho de tomate,0.417,0.368,0.655,0.921,13.2.9 Molho de tomate,,13.2.9 Molho de tomate
13. Sais e condimentos,13.2 Condimentos,13.2.10 Tempero misto,0.333,0.096,0.204,0.129,13.2.10 Tempero misto,,13.2.10 Tempero misto
13. Sais e condimentos,13.2 Condimentos,13.2.11 Vinagre de álcool,0.211,0.255,0.175,0.207,13.2.11 Vinagre de álcool,,13.2.11 Vinagre de álcool
13. Sais e condimentos,13.2 Condimentos,13.2.12 Vinagre de vinho,0.603,0.476,0.179,0.099,13.2.12 Vinagre de vinho,,13.2.12 Vinagre de vinho
13. Sais e condimentos,13.2 Condimentos,13.2.13 Vinagre não especificado,...,...,0.226,0.234,,,0
13. Sais e condimentos,13.2 Condimentos,13.2.14 Outros,0.374,0.264,0.196,0.242,13.2.14 Outros,13.2.14 Outros13.2.13 Vinagre não especificado13.2.3 Coco ralado13.2.3 Outros caldos em tablete13.2.4 Colorau13.2.6 Leite de coco,13.2.14 Outros13.2.13 Vinagre não especificado13.2.3 Coco ralado13.2.3 Outros caldos em tablete13.2.4 Colorau13.2.6 Leite de coco
14. Óleos e gorduras,NADA,14. Óleos e gorduras,11.885,9.069,8.734,7.607,14. Óleos e gorduras,,14. Óleos e gorduras
14. Óleos e gorduras,14.1 Óleos,14.1 Óleos,9.442,7.526,6.731,5.627,14.1 Óleos,,14.1 Óleos
14. Óleos e gorduras,14.1 Óleos,14.1.1 Azeite de oliva,0.158,0.197,0.256,0.284,14.1.1 Azeite de oliva,,14.1.1 Azeite de oliva
14. Óleos e gorduras,14.1 Óleos,14.1.2 Óleo de girassol,...,...,0.164,0.183,,,0
14. Óleos e gorduras,14.1 Óleos,14.1.3 Óleo de canola,...,...,0.139,0.08,,,0
14. Óleos e gorduras,14.1 Óleos,14.1.4 Óleo de milho,0.339,0.201,0.218,0.195,14.1.4 Óleo de milho,,14.1.4 Óleo de milho
14. Óleos e gorduras,14.1 Óleos,14.1.5 Óleo de soja,8.841,6.94,5.681,4.638,14.1.5 Óleo de soja,,14.1.5 Óleo de soja
14. Óleos e gorduras,14.1 Óleos,14.1.6 Óleo não especificado,...,...,0.239,0.116,14.1.6 Óleo não especificado,14.1.6 Óleo não especificado14.1.2 Óleo de girassol14.1.3 Óleo de canola,14.1.6 Óleo não especificado14.1.2 Óleo de girassol14.1.3 Óleo de canola
14. Óleos e gorduras,14.1 Óleos,14.1.7 Outros,0.103,0.188,0.033,0.131,14.1.7 Outros,,14.1.7 Outros
14. Óleos e gorduras,14.2 Gorduras,14.2 Gorduras,2.444,1.544,2.003,1.98,14.2 Gorduras,,14.2 Gorduras
14. Óleos e gorduras,14.2 Gorduras,14.2.1 Banha de porco,...,...,0.026,0.01,,,0
14. Óleos e gorduras,14.2 Gorduras,14.2.2 Margarina vegetal,2.143,1.459,1.963,1.966,14.2.2 Margarina vegetal,,14.2.2 Margarina vegetal
14. Óleos e gorduras,14.2 Gorduras,14.2.3 Outras,0.3,0.085,0.014,0.004,14.2.3 Outras,14.2.3 Outras14.2.1 Banha de porco,14.2.3 Outras14.2.1 Banha de porco
15. Bebidas e infusões,NADA,15. Bebidas e infusões,25.046,32.557,57.544,55.573,15. Bebidas e infusões,,15. Bebidas e infusões
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1 Bebidas alcoólicas,5.938,7.531,6.87,7.265,15.1 Bebidas alcoólicas,,15.1 Bebidas alcoólicas
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.1 Aguardente de cana,0.429,0.278,0.146,0.14,,,0
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.2 Outras aguardentes,...,...,0.018,0.005,15.1.2 aguardentes,15.1.2 Outras aguardentes15.1.1 Aguardente de cana,15.1.2 Outras aguardentes15.1.1 Aguardente de cana
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.3 Cerveja,4.354,6.402,5.869,5.774,15.1.3 Cerveja,,15.1.3 Cerveja
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.4 Vinho,0.626,0.58,0.621,1.038,15.1.4 Vinho,,15.1.4 Vinho
15. Bebidas e infusões,15.1 Bebidas alcoólicas,15.1.5 Outras,0.529,0.271,0.216,0.308,15.1.5 Outras,,15.1.5 Outras
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2 Bebidas não alcoólicas,16.245,22.389,47.949,45.642,15.2 Bebidas não alcoólicas,,15.2 Bebidas não alcoólicas
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.1 Água mineral,0.943,0.596,16.762,14.299,15.2.1 Água mineral,,15.2.1 Água mineral
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.2 Refrigerante de cola,9.563,12.565,12.244,15.064,15.2.2 Refrigerante de cola,,15.2.2 Refrigerante de cola
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.3 Refrigerante de guaraná,2.695,4.28,7.254,5.919,15.2.3 Refrigerante de guaraná,,15.2.3 Refrigerante de guaraná
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.4 Refrigerante de laranja,0.727,1.112,1.636,1.398,15.2.4 Refrigerante de laranja,,15.2.4 Refrigerante de laranja
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.5 Refrigerante de limão,0.431,0.325,0.523,0.946,15.2.5 Refrigerante de limão,,15.2.5 Refrigerante de limão
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.6 Refrigerante de maçã,...,...,0.047,0.057,,,0
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.7 Refrigerante de uva,...,...,0.636,0.451,,,0
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.8 Bebida energética,...,...,0.085,0.079,,,0
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.9 Refrigerante não especificado,...,...,5.787,3.521,,,0
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.10 Outros refrigerantes,1.195,2.554,0.522,0.541,15.2.10 Outros refrigerantes,15.2.10 Outros refrigerantes15.2.9 Refrigerante não especificado15.2.6 Refrigerante de maçã15.2.7 Refrigerante de uva15.2.8 Bebida energética,15.2.10 Outros refrigerantes15.2.9 Refrigerante não especificado15.2.6 Refrigerante de maçã15.2.7 Refrigerante de uva15.2.8 Bebida energética
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.11 Suco de fruta em pó,0.147,0.135,0.361,0.341,15.2.11 Suco de fruta em pó,,15.2.11 Suco de fruta em pó
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.12 Suco de fruta envasado,0.372,0.716,1.838,2.43,15.2.12 Suco de fruta envasado,,15.2.12 Suco de fruta envasado
15. Bebidas e infusões,15.2 Bebidas não alcoólicas,15.2.13 Outras,0.173,0.106,0.255,0.597,15.2.13 Outras,,15.2.13 Outras
15. Bebidas e infusões,15.3 Cafés,15.3 Cafés,2.638,2.384,2.33,2.338,15.3 Cafés,,15.3 Cafés
15. Bebidas e infusões,15.3 Cafés,15.3.1 Café moído,2.545,2.33,2.191,2.189,15.3.1 Café moído,,15.3.1 Café moído
15. Bebidas e infusões,15.3 Cafés,15.3.2 Café solúvel,0.052,0.043,0.132,0.129,15.3.2 Café solúvel,,15.3.2 Café solúvel
15. Bebidas e infusões,15.3 Cafés,15.3.3 Outros,0.041,0.011,0.007,0.02,15.3.3 Outros,,15.3.3 Outros
15. Bebidas e infusões,15.4 Chás,15.4 Chás,0.224,0.253,0.396,0.328,15.4 Chás,,15.4 Chás
15. Bebidas e infusões,15.4 Chás,15.4.1 Chá-mate,0.185,0.238,0.263,0.306,15.4.1 Chá-mate,,15.4.1 Chá-mate
15. Bebidas e infusões,15.4 Chás,15.4.2 Chá preto,0.013,0.002,...,...,,,0
15. Bebidas e infusões,15.4 Chás,15.4.3 Outros,0.027,0.013,0.132,0.023,15.4.3 Outros,15.4.3 Outros15.4.2 Chá preto,15.4.3 Outros15.4.2 Chá preto
16. Outros produtos,NADA,16. Outros produtos,1.698,2.881,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16. Alimentos preparados e misturas industriais,...,...,3.248,4.142,16. Alimentos preparados e misturas industriais,16. Alimentos preparados e misturas industriais16. Outros produtos,16. Alimentos preparados e misturas industriais16. Outros produtos
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1 Outros produtos,1.698,2.881,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1 Alimentos preparados,...,...,2.946,3.821,16.1 Alimentos preparados,16.1 Alimentos preparados16.1 Outros produtos,16.1 Alimentos preparados16.1 Outros produtos
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.1 Alimento congelado,...,...,0.055,0.1,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.1 Frango assado ou defumado,0.329,0.93,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.2 Batata frita,...,...,0.136,0.144,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.2 Massa preparada,0.348,0.769,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.3 Carne assada,...,...,0.264,0.102,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.3 Mistura industrial para bolo,0.131,0.099,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.4 Frango assado ou defumado,...,...,0.795,0.991,16.1.4 Frango assado ou defumado,16.1.4 Frango assado ou defumado16.1.1 Frango assado ou defumado,16.1.4 Frango assado ou defumado16.1.1 Frango assado ou defumado
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.4 Refeição pronta,0.395,0.365,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.5 Frango empanado,...,...,0.192,0.211,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.5 Salgadinho,0.191,0.288,...,...,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.6 Massa,...,...,0.529,0.769,16.1.6 Massa,16.1.6 Massa16.1.2 Massa preparada,16.1.6 Massa16.1.2 Massa preparada
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.6 Outros produtos,0.304,0.431,...,...,16.1.6 Outros produtos,,16.1.6 Outros produtos
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.7 Refeição,...,...,0.445,0.612,16.1.7 Refeição,16.1.7 Refeição16.1.4 Refeição pronta,16.1.7 Refeição16.1.4 Refeição pronta
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.8 Salgadinho,...,...,0.227,0.32,16.1.8 Salgadinho,16.1.8 Salgadinho16.1.5 Salgadinho,16.1.8 Salgadinho16.1.5 Salgadinho
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.9 Sanduíche,...,...,0.013,0.124,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.1.10 Outros,...,...,0.289,0.448,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.2 Misturas industriais,...,...,0.302,0.321,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.2.1 Mistura para bolo,...,...,0.279,0.299,16.2.1 Mistura para bolo,16.2.1 Mistura para bolo16.1.3 Mistura industrial para bolo,16.2.1 Mistura para bolo16.1.3 Mistura industrial para bolo
16. Outros produtos,16. Alimentos preparados e misturas industriais,16.2.2 Outras,...,...,0.023,0.022,,,0
16. Outros produtos,16. Alimentos preparados e misturas industriais,17. Outros produtos,...,...,0.004,0.001,,17. Outros produtos16.2.2 Outras16.1.10 Outros16.1.9 Sanduíche16.1.6 Outros produtos16.1.5 Frango empanado16.1.3 Carne assada16.1.2 Batata frita16.1.1 Alimento congelado,17. Outros produtos16.2.2 Outras16.1.10 Outros16.1.9 Sanduíche16.1.6 Outros produtos16.1.5 Frango empanado16.1.3 Carne assada16.1.2 Batata frita16.1.1 Alimento congelado
