celula,grupo_base,nome_base,grupo_outra,nome_outra,explicada_por,itens
2002:8083,40003,Cerimonias e festas,32001,Manutencao do lar,form#470a34da,CONDOMINIO DE JAZIGO | TAXA DE CONDOMINIO DE JAZIGO
2002:93020,15211,Caldo de cana,15209,Outras,form#78e2d7ab,CALDO DE CANA | GARAPA
2002:93021,15210,Agua de coco,15209,Outras,form#fe868d3f,AGUA DE COCO
2002:93037,15304,Café em grão,15303,Outros,form#c49e303a,CAFE EM GRAO
2002:93045,15212,Chocolate engarrafado ou encartonado,11106,Outros,form#211b47cd,CHOCOLATE ENGARRAFADO OU ENCARTONADO | CHOCOMILK (CHOCOLATE ENCARTONADO) | CHOCOMILK (CHOCOLATE ENGARRAFADO)
2002:95061,34004,Manutencao de veiculo proprio,34007,Outros transporte,form#3c850232,LIMPA-CARPETE | LIMPA-TAPETE | SHAMPU DE CARPETE | SHAMPU DE TAPETE
2002:96001,35005,Creme dental e fio dental,35004,Produtos de uso pessoal,form#21074115,CREME DENTAL | CREME DENTAL E FIO DENTAL | FIO DENTAL | GEL DENTAL | PASTA DE DENTE
2008:15034,38006,Gastos com viagens,32004,Eletrodomesticos,,AMPLIFICADOR
2008:15037,38006,Gastos com viagens,32004,Eletrodomesticos,,VIDEO GAME
2008:15054,38006,Gastos com viagens,32004,Eletrodomesticos,,KARAOKE | VIDEOKE
2008:15123,38006,Gastos com viagens,32004,Eletrodomesticos,,ACESSORIOS DE VIDEO GAME
2008:23008,34009,Estacionamento e vaga cativa de estacionamento,34007,Outros transporte,form#901a97a2,ESTACIONAMENTO | ESTACIONAMENTO EM SHOPPING | ESTACIONAMENTO-METRO | FLANELINHA
2008:23009,34011,Pedagio,34007,Outros transporte,form#2897ccc6,PEDAGIO
2008:23013,34010,Oleo diesel,34007,Outros transporte,form#02958fec,OLEO DIESEL (COMBUSTIVEL DE VEICULO)
2008:23025,31007,Outros servicos etc,34001,Urbano,form#640e5bf7,BANHEIRO PUBLICO
2008:23999,34007,Outros transporte,34002,Gasolina para veiculo proprio,form#be8cea10,AGREGADO
2008:24086,15208,Suco de fruta envasado,12302,Outros; Polpa de fruta; Gelatina; Mel de abelha,form#584e8bcc,SUCO DE FRUTA DIET | SUCO DE FRUTA DIETETICO | SUCO DE FRUTA OU VEGETAL DIET | SUCO DE FRUTA OU VEGETAL DIETETICO | SUCO DE VEGETAL DIET | SUCO DE VEGETAL DIETETICO
2008:24096,12305,Gelatina,12204,Outros; Rapadura; Bombom; Chiclete; Chocolate em tablete,form#0abe6e37,BOLO DE QUALQUER SABOR LIGHT | BOLO LIGHT DE QUALQUER SABOR | DOCE OU BOLO LIGHT | GELATINA LIGHT | GELEIA DE FRUTA LIGHT | MANJAR LIGHT | SONHO LIGHT | TORTA DOCE LIGHT | TORTA SALGADA LIGHT
2008:29029,36009,Material de tratamento,36001,Remedios,,COLIRIOS | PARA PROBLEMAS OCULARES (OFTALMOLOGICOS) | SOLUCAO OFTALMICA (PARA A VISTA)
2008:29043,36009,Material de tratamento,36001,Remedios,,"REPOSITOR ELETROLITICO (CLORETO DE POTASSIO, SODIO, ETC.) | SOLUCOES HIDRATANTES | SORO FISIOLOGICO HIDRATANTE"
2008:29308,35004,Produtos de uso pessoal,36009,Material de tratamento,,BALA DE GENGIBRE | CREME DENTAL MEDICINAL | FIXADOR DE DENTADURA | MANTEIGA DE CACAU | ODONTOLOGICO | PRODUTOS PARA CUIDADOS BUCAIS E DENTAIS
2008:29314,35006,Fralda descartável infantil,35004,Produtos de uso pessoal,form#9c2ec8a1,FRALDA DESCARTAVEL
2008:41001,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ONIBUS URBANO
2008:41002,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,TREM
2008:41003,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,AVIAO
2008:41004,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,NAVIO
2008:41005,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,COMBUSTIVEL DE VEICULO
2008:41006,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ALIMENTACAO | BARES | BEBIDAS | CARROCINHAS | LANCHONETES | QUIOSQUES | RESTAURANTES | TENDAS | TRAILERS
2008:41007,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ACAMPAMENTOS | ALBERGUES | ALOJAMENTO | DORMITORIOS | HOTEIS | MOTEIS | PENSOES | POUSADAS
2008:41008,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,EXCURSAO (EXCETO ESCOLAR)
2008:41009,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ESTACIONAMENTO | GARAGEM
2008:41010,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ALUGUEL DE VEICULO SEM CONDUTOR
2008:41011,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,TAXI
2008:41012,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,BALSA | BARCO | FERRY-BOAT
2008:41013,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,PEDAGIO
2008:41014,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,METRO
2008:41015,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,CAMINHAO | PASSAGEM DE CAMINHAO | PAU-DE-ARARA
2008:41016,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,AUTOMOVEL UTILITARIO TIPO VAN | KOMBI | PASSAGEM EM AUTOMOVEL | PASSAGEM EM AUTOMOVEL UTILITARIO | TRANSPORTE ALTERNATIVO
2008:41017,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,COLONIA DE FERIAS
2008:41018,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,DOCUMENTACAO | TAXA ALFANDEGARIA
2008:41019,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,GUARDA-VOLUMES
2008:41020,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ONIBUS INTERMUNICIPAL
2008:41021,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ONIBUS INTERNACIONAL
2008:41022,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ONIBUS INTERESTADUAL
2008:41023,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,CARREGADOR DE BAGAGEM
2008:41024,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,GUIA TURISTICO
2008:41025,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ALUGUEL DE IMOVEIS POR TEMPORADA
2008:41026,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ATIVIDADES CULTURAIS (INGRESSO) | BOATES (INGRESSO) | CINEMA (INGRESSO) | CINEMATECAS (INGRESSO) | CIRCOS (INGRESSO) | DANCETERIAS (INGRESSO) | DISCOTECAS (INGRESSO) | RODEIOS (INGRESSO) | SHOWS (INGRESSO) | TEATROS (INGRESSO) | VIDEOTECAS (INGRESSO)
2008:41033,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,ATIVIDADES DESPORTIVAS (INGRESSO) | CAMPOS DE GOLFE (INGRESSO) | CIRCUITOS AUTOMOBILISTICOS (INGRESSO) | ESTADIOS (INGRESSO) | GINASIOS (INGRESSO) | HIPODROMOS (INGRESSO) | PESCA | QUADRAS DE TENIS (INGRESSO)
2008:41034,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,BOLICHE
2008:41035,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,BINGO
2008:41036,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,LOCACAO DE BICICLETAS
2008:41037,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,PEDALINHOS
2008:41038,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,PARQUES DE DIVERSAO
2008:41039,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,FLIPERAMA E SIMILARES
2008:41040,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,PACOTES TURISTICOS NACIONAIS
2008:41041,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,PACOTES TURISTICOS INTERNACIONAIS
2008:41042,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,DESPESAS OPCIONAIS COM AGENCIAS DE VIAGEM
2008:41999,38006,Gastos com viagens,34006,Viagens,form#4ce4f6c7,AGREGADO
2008:47027,34009,Estacionamento e vaga cativa de estacionamento,42003,Outros investimentos,form#901a97a2,VAGA CATIVA (ESTACIONAMENTO)
2008:49015,37002,Curso superior,37003,Outros cursos,form#39bd9519,CURSO DE ESPECIALIZACAO | CURSO DE POS-GRADUACAO (ESPECIALIZACAO) | ESPECIALIZACAO
2008:49022,37002,Curso superior,37003,Outros cursos,form#39bd9519,CURSO DE MESTRADO | CURSO DE POS-GRADUACAO (MESTRADO) | MESTRADO
2008:49041,37002,Curso superior,37003,Outros cursos,form#39bd9519,CURSO DE DOUTORADO | CURSO DE POS-GRADUACAO (DOUTORADO) | DOUTORADO
2008:50007,34009,Estacionamento e vaga cativa de estacionamento,34007,Outros transporte,form#901a97a2,VAGA CATIVA DE ESTACIONAMENTO DE VEICULO | VAGA DE ESTACIONAMENTO DE VEICULO
2008:51003,34008,Bicicleta,34005,Aquisicao de veiculos,form#ec4086fe,BICICLETA
2008:6008,31003,Telefonia,31004,Telefone celular,form#50f9116d,"TELEFONE FIXO, CELULAR E INTERNET (PACOTE)"
2008:6009,31003,Telefonia,31004,Telefone celular,form#50f9116d,TELEFONE FIXO E INTERNET (PACOTE)
2008:6011,31003,Telefonia,31007,Outros servicos etc,form#48b8378f,TELEFONE FIXO E CELULAR (PACOTE)
2008:6012,31003,Telefonia,31007,Outros servicos etc,form#48b8378f,"BIP (MENSALIDADE, ASSINATURA, ALUGUEL) | MOBI (MENSALIDADE, ASSINATURA, ALUGUEL) | PAGERS (MENSALIDADE, ASSINATURA, ALUGUEL) | TELEFONE VIRTUAL - MENSAGEM (MENSALIDADE, ASSINATURA, ALUGUEL)"
2008:6013,31003,Telefonia,31004,Telefone celular,form#50f9116d,INTERNET E CELULAR (PACOTE)
2008:63005,01199,Outros,01103,Outros,,PIPOCA DE ARROZ INDUSTRIALIZADA
2008:63006,01104,Cevada,01103,Outros,,CEVADA EM GRAO
2008:63009,01105,Trigo,01103,Outros,,FARELO DE TRIGO (QUIRERA) | MASSA DE TRIGO | QUIRERA DE TRIGO | TRIGO EM GRAO | TRIGO INTEGRAL
2008:63010,01199,Outros,01103,Outros,,AMENDOIM EM CASCA IN NATURA | AMENDOIM EM GRAO IN NATURA | AMENDOIM NATURAL | MEDUBIM | MENDOBIM | MENDOIM
2008:63011,01213,Ervilha em grãos,01103,Outros,form#6cb80bc5,ERVILHA EM GRAO
2008:63017,01202,Feijão-jalo,01208,Outros feijões,,FEIJAO DO SUL | FEIJAO ENCARNADO | FEIJAO ENXOFRAO | FEIJAO GORDO | FEIJAO JALO | FEIJAO MOLEQUE | FEIJAO VERMELHO
2008:63020,01199,Outros,01103,Outros,,SEMENTE DE LINHACA
2008:63026,01208,Outros feijões,01103,Outros,,ANDU | FEIJAO ANDU | FEIJAO CRISTA | FEIJAO GUANDO | FEIJAO GUANDU | FEIJAO GUINE | FEIJAO SETE CAMADAS | GUANDO | GUANDU
2008:63027,01211,Tremolo,01103,Outros,,TREMOCO | TREMOCO AMARELO | TREMOCO BRANCO
2008:63028,01209,Grão de bico,01103,Outros,,GRAO DE BICO
2008:63029,01210,Lentilha,01103,Outros,,LENTILHA
2008:63030,01212,Soja em grão,01103,Outros,,FEIJAO SOJA | SOJA EM GRAO
2008:63032,01299,Outras,01103,Outros,form#89c7abae,SEMENTE DE ABOBORA
2008:63037,01212,Soja em grão,01103,Outros,,FEIJAO SOJA ORGANICO | SOJA EM GRAO ORGANICA
2008:63047,01299,Outras,01209,Outras,,LINHACA DOURADA
2008:63048,01299,Outras,01209,Outras,,SORGO EM GRAO
2008:63049,01299,Outras,01209,Outras,,QUINOA
2008:65006,12205,Pamonha,05202,Fubá de milho; Creme de milho,form#6cb165ee,FARINHA AMARELA | FARINHA DE FUBA | FARINHA DE MILHO | FECULA DE MILHO | FLOR DE MILHO | FUBA | FUBA DE MILHO | MASSA DE CANJICA | MASSA DE MILHO | MASSA DE PUBA | MASSA PARA PAMONHA | MILHARINA | MILHO MOIDO | MINGAU DE MILHO | MUCILON DE MILHO | PUBA DE FUBA | PUBA DE MILHO | SEMOLA DE MILHO
2008:69015,12304,Melado de cana,12103,Outros,form#adef62d8,MELADO | MELADO DE CANA
2008:69016,12303,Mel de abelha,12302,Outros; Polpa de fruta; Gelatina; Mel de abelha,form#200cea26,MEL | MEL COM AGRIAO | MEL COM ALHO | MEL COM PROPOLIS | MEL COMPOSTO | MEL DE ABELHA | MEL DE ENGENHO | MEL DE ROMA
2008:69017,12305,Gelatina,12204,Outros; Rapadura; Bombom; Chiclete; Chocolate em tablete,form#0abe6e37,GELATINA | GELATINA EM FOLHA | GELATINA EM PO
2008:69033,01299,Outras,01209,Outras,,AMENDOIM APIMENTADO | AMENDOIM COZIDO | AMENDOIM DOCE | AMENDOIM JAPONES | AMENDOIM SALGADO | AMENDOIM TORRADO
2008:69051,12205,Pamonha,12202,Doce de fruta,form#6cb165ee,PAMONHA
2008:69081,12305,Gelatina,12302,Outros; Polpa de fruta; Gelatina; Mel de abelha,form#0abe6e37,GELATINA DE DIETA | GELATINA DIET | GELATINA DIETETICA
2008:69090,12303,Mel de abelha,12302,Outros; Polpa de fruta; Gelatina; Mel de abelha,form#200cea26,MEL DE ABELHA ORGANICO | MEL ORGANICO | MEL ORGANICO COM ALHO | MEL ORGANICO COM PROPOLIS | MEL ORGANICO COMPOSTO | MEL ORGANICO DE ENGENHO | MEL ORGANICO DE ROMA
2008:69139,12305,Gelatina,12302,Outros; Polpa de fruta; Gelatina; Mel de abelha,form#0abe6e37,GELATINA EM FOLHA LIGHT | GELATINA EM PO LIGHT | GELATINA LIGHT
2008:77011,01299,Outras,01209,Outras,,LEGUME EM CONSERVA NAO-ESPECIFICADO | LEGUME NAO-ESPECIFICADO EM CONSERVA
2008:8073,40003,Cerimonias e festas,32001,Manutencao do lar,form#470a34da,MANUTENCAO DE JAZIGO
2008:8074,40003,Cerimonias e festas,32001,Manutencao do lar,form#470a34da,EXUMACAO
2008:8075,40003,Cerimonias e festas,32001,Manutencao do lar,form#470a34da,PLACA DE JAZIGO
2008:8076,40003,Cerimonias e festas,32001,Manutencao do lar,form#470a34da,CONDOMINIO DE JAZIGO | TAXA DE CONDOMINIO DE JAZIGO
2008:82020,15211,Caldo de cana,15209,Outras,form#78e2d7ab,CALDO DE CANA | GARAPA
2008:82021,15210,Agua de coco,15209,Outras,form#fe868d3f,AGUA DE COCO
2008:82037,15304,Café em grão,15303,Outros,form#c49e303a,CAFE EM GRAO
2008:82045,15212,Chocolate engarrafado ou encartonado,11106,Outros,form#211b47cd,CHOCOLATE ENGARRAFADO OU ENCARTONADO | CHOCOLATE LIQUIDO | CHOCOMILK ENCARTONADO | CHOCOMILK ENGARRAFADO
2008:82112,15212,Chocolate engarrafado ou encartonado,15209,Outras,form#211b47cd,CHOCOLATE ENGARRAFADO OU ENCARTONADO LIGHT | CHOCOMILK ENCARTONADO LIGHT | CHOCOMILK ENGARRAFADO LIGHT
2008:82113,15212,Chocolate engarrafado ou encartonado,15209,Outras,form#211b47cd,CHOCOLATE ENGARRAFADO OU ENCARTONADO DIET | CHOCOLATE ENGARRAFADO OU ENCARTONADO DIETETICO | CHOCOMILK ENCARTONADO DIET | CHOCOMILK ENCARTONADO LIGHT DIETETICO | CHOCOMILK ENGARRAFADO DIET | CHOCOMILK ENGARRAFADO LIGHT DIETETICO
2008:86061,34004,Manutencao de veiculo proprio,34007,Outros transporte,form#cab757c7,LIMPA-CARPETE | LIMPA-TAPETE | SHAMPU DE CARPETE | SHAMPU DE TAPETE
2008:89001,35005,Creme dental e fio dental,35004,Produtos de uso pessoal,form#21074115,CREME DENTAL | CREME DENTAL E FIO DENTAL | FIO DENTAL | FITA DENTAL | GEL DENTAL | PASTA DE DENTE | PASTA DENTAL
2017:23017,34010,Oleo diesel,34007,Outros transporte,form#02958fec,OLEO DIESEL (COMBUSTIVEL DE VEICULO)
2017:23019,34009,Estacionamento e vaga cativa de estacionamento,34007,Outros transporte,form#901a97a2,ESTACIONAMENTO | FLANELINHA
2017:23020,34011,Pedagio,34007,Outros transporte,form#2897ccc6,PEDAGIO
